prediction_point,POFD,POD,mode,quantity,unit,lead_days
0.79,0.7010710808179162,0.6962025316455697,strict3x3,pn,CA_WIDE_PN,3
0.8,0.685491723466407,0.6867088607594937,strict3x3,pn,CA_WIDE_PN,3
0.81,0.6738072054527751,0.6677215189873418,strict3x3,pn,CA_WIDE_PN,3
0.82,0.6592015579357352,0.6424050632911392,strict3x3,pn,CA_WIDE_PN,3
0.83,0.6397273612463485,0.6139240506329114,strict3x3,pn,CA_WIDE_PN,3
0.84,0.6192794547224927,0.6044303797468354,strict3x3,pn,CA_WIDE_PN,3
0.85,0.5890944498539435,0.5917721518987342,strict3x3,pn,CA_WIDE_PN,3
0.86,0.569620253164557,0.5759493670886076,strict3x3,pn,CA_WIDE_PN,3
0.87,0.557935735150925,0.5506329113924051,strict3x3,pn,CA_WIDE_PN,3
0.88,0.5365141187925998,0.5348101265822784,strict3x3,pn,CA_WIDE_PN,3
0.89,0.5111976630963972,0.509493670886076,strict3x3,pn,CA_WIDE_PN,3
0.9,0.4936708860759494,0.4873417721518987,strict3x3,pn,CA_WIDE_PN,3
0.91,0.45861733203505356,0.46835443037974683,strict3x3,pn,CA_WIDE_PN,3
0.92,0.42843232716650437,0.4430379746835443,strict3x3,pn,CA_WIDE_PN,3
0.93,0.40311587147030187,0.43037974683544306,strict3x3,pn,CA_WIDE_PN,3
0.94,0.3670886075949367,0.3670886075949367,strict3x3,pn,CA_WIDE_PN,3
0.95,0.3213242453748783,0.3037974683544304,strict3x3,pn,CA_WIDE_PN,3
0.96,0.2755598831548199,0.26582278481012656,strict3x3,pn,CA_WIDE_PN,3
0.97,0.2044790652385589,0.20253164556962025,strict3x3,pn,CA_WIDE_PN,3
0.98,0.10905550146056475,0.10759493670886076,strict3x3,pn,CA_WIDE_PN,3
0.99,0.024342745861733205,0.04113924050632911,strict3x3,pn,CA_WIDE_PN,3
1.0,0.0009737098344693282,0.0,strict3x3,pn,CA_WIDE_PN,3
0.0,1.0,1.0,strict3x3,pda,CPP,0
0.01,0.98,1.0,strict3x3,pda,CPP,0
0.02,0.98,1.0,strict3x3,pda,CPP,0
0.03,0.9733333333333334,1.0,strict3x3,pda,CPP,0
0.04,0.96,1.0,strict3x3,pda,CPP,0
0.05,0.96,1.0,strict3x3,pda,CPP,0
0.06,0.9533333333333334,1.0,strict3x3,pda,CPP,0
0.07,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.08,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.09,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.1,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.11,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.12,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.13,0.9466666666666667,1.0,strict3x3,pda,CPP,0
0.14,0.94,1.0,strict3x3,pda,CPP,0
0.15,0.9333333333333333,1.0,strict3x3,pda,CPP,0
0.16,0.9333333333333333,1.0,strict3x3,pda,CPP,0
0.17,0.9333333333333333,1.0,strict3x3,pda,CPP,0
0.18,0.9266666666666666,1.0,strict3x3,pda,CPP,0
0.19,0.9266666666666666,1.0,strict3x3,pda,CPP,0
0.2,0.9266666666666666,1.0,strict3x3,pda,CPP,0
0.21,0.9266666666666666,1.0,strict3x3,pda,CPP,0
0.22,0.92,1.0,strict3x3,pda,CPP,0
0.23,0.92,1.0,strict3x3,pda,CPP,0
0.24,0.92,1.0,strict3x3,pda,CPP,0
0.25,0.9133333333333333,1.0,strict3x3,pda,CPP,0
0.26,0.9133333333333333,1.0,strict3x3,pda,CPP,0
0.27,0.9133333333333333,1.0,strict3x3,pda,CPP,0
0.28,0.9133333333333333,1.0,strict3x3,pda,CPP,0
0.29,0.9,1.0,strict3x3,pda,CPP,0
0.3,0.9,1.0,strict3x3,pda,CPP,0
0.31,0.8933333333333333,1.0,strict3x3,pda,CPP,0
0.32,0.8933333333333333,1.0,strict3x3,pda,CPP,0
0.33,0.8866666666666667,1.0,strict3x3,pda,CPP,0
0.34,0.88,1.0,strict3x3,pda,CPP,0
0.35,0.88,0.8333333333333334,strict3x3,pda,CPP,0
0.36,0.88,0.8333333333333334,strict3x3,pda,CPP,0
0.37,0.8733333333333333,0.8333333333333334,strict3x3,pda,CPP,0
0.38,0.8666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.39,0.8666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.4,0.8666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.41,0.8666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.42,0.8666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.43,0.86,0.8333333333333334,strict3x3,pda,CPP,0
0.44,0.8533333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.45,0.8533333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.46,0.8533333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.47,0.8466666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.48,0.8466666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.49,0.8466666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.5,0.84,0.8333333333333334,strict3x3,pda,CPP,0
0.51,0.82,0.8333333333333334,strict3x3,pda,CPP,0
0.52,0.8133333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.53,0.8133333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.54,0.8,0.8333333333333334,strict3x3,pda,CPP,0
0.55,0.7866666666666666,0.8333333333333334,strict3x3,pda,CPP,0
0.56,0.7866666666666666,0.8333333333333334,strict3x3,pda,CPP,0
0.57,0.78,0.8333333333333334,strict3x3,pda,CPP,0
0.58,0.7666666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.59,0.76,0.8333333333333334,strict3x3,pda,CPP,0
0.6,0.7466666666666667,0.8333333333333334,strict3x3,pda,CPP,0
0.61,0.74,0.8333333333333334,strict3x3,pda,CPP,0
0.62,0.74,0.8333333333333334,strict3x3,pda,CPP,0
0.63,0.72,0.8333333333333334,strict3x3,pda,CPP,0
0.64,0.72,0.8333333333333334,strict3x3,pda,CPP,0
0.65,0.72,0.8333333333333334,strict3x3,pda,CPP,0
0.66,0.72,0.8333333333333334,strict3x3,pda,CPP,0
0.67,0.72,0.8333333333333334,strict3x3,pda,CPP,0
0.68,0.7133333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.69,0.6933333333333334,0.8333333333333334,strict3x3,pda,CPP,0
0.7,0.6533333333333333,0.8333333333333334,strict3x3,pda,CPP,0
0.71,0.6466666666666666,0.6666666666666666,strict3x3,pda,CPP,0
0.72,0.6266666666666667,0.6666666666666666,strict3x3,pda,CPP,0
0.73,0.6133333333333333,0.5,strict3x3,pda,CPP,0
0.74,0.5866666666666667,0.5,strict3x3,pda,CPP,0
0.75,0.5466666666666666,0.5,strict3x3,pda,CPP,0
0.76,0.54,0.5,strict3x3,pda,CPP,0
0.77,0.5,0.3333333333333333,strict3x3,pda,CPP,0
0.78,0.49333333333333335,0.3333333333333333,strict3x3,pda,CPP,0
0.79,0.4533333333333333,0.3333333333333333,strict3x3,pda,CPP,0
0.8,0.4266666666666667,0.3333333333333333,strict3x3,pda,CPP,0
0.81,0.42,0.16666666666666666,strict3x3,pda,CPP,0
0.82,0.38666666666666666,0.16666666666666666,strict3x3,pda,CPP,0
0.83,0.35333333333333333,0.16666666666666666,strict3x3,pda,CPP,0
0.84,0.3333333333333333,0.16666666666666666,strict3x3,pda,CPP,0
0.85,0.29333333333333333,0.16666666666666666,strict3x3,pda,CPP,0
0.86,0.26,0.16666666666666666,strict3x3,pda,CPP,0
0.87,0.22666666666666666,0.16666666666666666,strict3x3,pda,CPP,0
0.88,0.2,0.16666666666666666,strict3x3,pda,CPP,0
0.89,0.17333333333333334,0.16666666666666666,strict3x3,pda,CPP,0
0.9,0.15333333333333332,0.16666666666666666,strict3x3,pda,CPP,0
0.91,0.13333333333333333,0.0,strict3x3,pda,CPP,0
0.92,0.12666666666666668,0.0,strict3x3,pda,CPP,0
0.93,0.10666666666666667,0.0,strict3x3,pda,CPP,0
0.94,0.08666666666666667,0.0,strict3x3,pda,CPP,0
0.95,0.06,0.0,strict3x3,pda,CPP,0
0.96,0.06,0.0,strict3x3,pda,CPP,0
0.97,0.04,0.0,strict3x3,pda,CPP,0
0.98,0.04,0.0,strict3x3,pda,CPP,0
0.99,0.013333333333333334,0.0,strict3x3,pda,CPP,0
1.0,0.0,0.0,strict3x3,pda,CPP,0
0.0,1.0,1.0,strict3x3,pda,CPP,1
0.01,0.958041958041958,1.0,strict3x3,pda,CPP,1
0.02,0.958041958041958,1.0,strict3x3,pda,CPP,1
0.03,0.958041958041958,1.0,strict3x3,pda,CPP,1
0.04,0.951048951048951,1.0,strict3x3,pda,CPP,1
0.05,0.951048951048951,1.0,strict3x3,pda,CPP,1
0.06,0.951048951048951,1.0,strict3x3,pda,CPP,1
0.07,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.08,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.09,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.1,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.11,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.12,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.13,0.9440559440559441,1.0,strict3x3,pda,CPP,1
0.14,0.9370629370629371,1.0,strict3x3,pda,CPP,1
0.15,0.9370629370629371,1.0,strict3x3,pda,CPP,1
0.16,0.9370629370629371,1.0,strict3x3,pda,CPP,1
0.17,0.9300699300699301,1.0,strict3x3,pda,CPP,1
0.18,0.916083916083916,1.0,strict3x3,pda,CPP,1
0.19,0.916083916083916,1.0,strict3x3,pda,CPP,1
0.2,0.8951048951048951,1.0,strict3x3,pda,CPP,1
0.21,0.8881118881118881,1.0,strict3x3,pda,CPP,1
0.22,0.8881118881118881,1.0,strict3x3,pda,CPP,1
0.23,0.8881118881118881,1.0,strict3x3,pda,CPP,1
0.24,0.8811188811188811,1.0,strict3x3,pda,CPP,1
0.25,0.8741258741258742,1.0,strict3x3,pda,CPP,1
0.26,0.8741258741258742,1.0,strict3x3,pda,CPP,1
0.27,0.8671328671328671,1.0,strict3x3,pda,CPP,1
0.28,0.8601398601398601,1.0,strict3x3,pda,CPP,1
0.29,0.8531468531468531,1.0,strict3x3,pda,CPP,1
0.3,0.8461538461538461,1.0,strict3x3,pda,CPP,1
0.31,0.8391608391608392,1.0,strict3x3,pda,CPP,1
0.32,0.8391608391608392,1.0,strict3x3,pda,CPP,1
0.33,0.8391608391608392,1.0,strict3x3,pda,CPP,1
0.34,0.8251748251748252,1.0,strict3x3,pda,CPP,1
0.35,0.8251748251748252,1.0,strict3x3,pda,CPP,1
0.36,0.8251748251748252,0.75,strict3x3,pda,CPP,1
0.37,0.8251748251748252,0.75,strict3x3,pda,CPP,1
0.38,0.8251748251748252,0.75,strict3x3,pda,CPP,1
0.39,0.8181818181818182,0.75,strict3x3,pda,CPP,1
0.4,0.8181818181818182,0.75,strict3x3,pda,CPP,1
0.41,0.8111888111888111,0.75,strict3x3,pda,CPP,1
0.42,0.8111888111888111,0.75,strict3x3,pda,CPP,1
0.43,0.8041958041958042,0.75,strict3x3,pda,CPP,1
0.44,0.7902097902097902,0.75,strict3x3,pda,CPP,1
0.45,0.7832167832167832,0.75,strict3x3,pda,CPP,1
0.46,0.7832167832167832,0.75,strict3x3,pda,CPP,1
0.47,0.7762237762237763,0.75,strict3x3,pda,CPP,1
0.48,0.7692307692307693,0.75,strict3x3,pda,CPP,1
0.49,0.7622377622377622,0.75,strict3x3,pda,CPP,1
0.5,0.7622377622377622,0.75,strict3x3,pda,CPP,1
0.51,0.7552447552447552,0.75,strict3x3,pda,CPP,1
0.52,0.7412587412587412,0.75,strict3x3,pda,CPP,1
0.53,0.7342657342657343,0.75,strict3x3,pda,CPP,1
0.54,0.7202797202797203,0.75,strict3x3,pda,CPP,1
0.55,0.7132867132867133,0.75,strict3x3,pda,CPP,1
0.56,0.6993006993006993,0.75,strict3x3,pda,CPP,1
0.57,0.6993006993006993,0.75,strict3x3,pda,CPP,1
0.58,0.6993006993006993,0.75,strict3x3,pda,CPP,1
0.59,0.6853146853146853,0.75,strict3x3,pda,CPP,1
0.6,0.6643356643356644,0.75,strict3x3,pda,CPP,1
0.61,0.6643356643356644,0.75,strict3x3,pda,CPP,1
0.62,0.6573426573426573,0.75,strict3x3,pda,CPP,1
0.63,0.6433566433566433,0.75,strict3x3,pda,CPP,1
0.64,0.6363636363636364,0.5,strict3x3,pda,CPP,1
0.65,0.6223776223776224,0.5,strict3x3,pda,CPP,1
0.66,0.6223776223776224,0.5,strict3x3,pda,CPP,1
0.67,0.6083916083916084,0.5,strict3x3,pda,CPP,1
0.68,0.6013986013986014,0.5,strict3x3,pda,CPP,1
0.69,0.6013986013986014,0.5,strict3x3,pda,CPP,1
0.7,0.5734265734265734,0.5,strict3x3,pda,CPP,1
0.71,0.5594405594405595,0.5,strict3x3,pda,CPP,1
0.72,0.5524475524475524,0.5,strict3x3,pda,CPP,1
0.73,0.5244755244755245,0.5,strict3x3,pda,CPP,1
0.74,0.5174825174825175,0.5,strict3x3,pda,CPP,1
0.75,0.5034965034965035,0.25,strict3x3,pda,CPP,1
0.76,0.48951048951048953,0.25,strict3x3,pda,CPP,1
0.77,0.4755244755244755,0.25,strict3x3,pda,CPP,1
0.78,0.43356643356643354,0.25,strict3x3,pda,CPP,1
0.79,0.38461538461538464,0.25,strict3x3,pda,CPP,1
0.8,0.36363636363636365,0.25,strict3x3,pda,CPP,1
0.81,0.34965034965034963,0.25,strict3x3,pda,CPP,1
0.82,0.32167832167832167,0.25,strict3x3,pda,CPP,1
0.83,0.3006993006993007,0.25,strict3x3,pda,CPP,1
0.84,0.2727272727272727,0.25,strict3x3,pda,CPP,1
0.85,0.2517482517482518,0.25,strict3x3,pda,CPP,1
0.86,0.23076923076923078,0.0,strict3x3,pda,CPP,1
0.87,0.20279720279720279,0.0,strict3x3,pda,CPP,1
0.88,0.1888111888111888,0.0,strict3x3,pda,CPP,1
0.89,0.18181818181818182,0.0,strict3x3,pda,CPP,1
0.9,0.15384615384615385,0.0,strict3x3,pda,CPP,1
0.91,0.13286713286713286,0.0,strict3x3,pda,CPP,1
0.92,0.11888111888111888,0.0,strict3x3,pda,CPP,1
0.93,0.0979020979020979,0.0,strict3x3,pda,CPP,1
0.94,0.07692307692307693,0.0,strict3x3,pda,CPP,1
0.95,0.06993006993006994,0.0,strict3x3,pda,CPP,1
0.96,0.04895104895104895,0.0,strict3x3,pda,CPP,1
0.97,0.027972027972027972,0.0,strict3x3,pda,CPP,1
0.98,0.006993006993006993,0.0,strict3x3,pda,CPP,1
0.99,0.0,0.0,strict3x3,pda,CPP,1
1.0,0.0,0.0,strict3x3,pda,CPP,1
0.0,1.0,1.0,strict3x3,pda,CPP,2
0.01,0.9530201342281879,1.0,strict3x3,pda,CPP,2
0.02,0.9463087248322147,1.0,strict3x3,pda,CPP,2
0.03,0.9463087248322147,1.0,strict3x3,pda,CPP,2
0.04,0.9463087248322147,1.0,strict3x3,pda,CPP,2
0.05,0.9463087248322147,1.0,strict3x3,pda,CPP,2
0.06,0.9463087248322147,1.0,strict3x3,pda,CPP,2
0.07,0.9328859060402684,1.0,strict3x3,pda,CPP,2
0.08,0.9328859060402684,1.0,strict3x3,pda,CPP,2
0.09,0.9194630872483222,1.0,strict3x3,pda,CPP,2
0.1,0.9194630872483222,0.8333333333333334,strict3x3,pda,CPP,2
0.11,0.912751677852349,0.8333333333333334,strict3x3,pda,CPP,2
0.12,0.9060402684563759,0.8333333333333334,strict3x3,pda,CPP,2
0.13,0.9060402684563759,0.8333333333333334,strict3x3,pda,CPP,2
0.14,0.9060402684563759,0.8333333333333334,strict3x3,pda,CPP,2
0.15,0.9060402684563759,0.8333333333333334,strict3x3,pda,CPP,2
0.16,0.9060402684563759,0.8333333333333334,strict3x3,pda,CPP,2
0.17,0.8993288590604027,0.8333333333333334,strict3x3,pda,CPP,2
0.18,0.8993288590604027,0.8333333333333334,strict3x3,pda,CPP,2
0.19,0.8993288590604027,0.8333333333333334,strict3x3,pda,CPP,2
0.2,0.8993288590604027,0.8333333333333334,strict3x3,pda,CPP,2
0.21,0.8926174496644296,0.8333333333333334,strict3x3,pda,CPP,2
0.22,0.8926174496644296,0.8333333333333334,strict3x3,pda,CPP,2
0.23,0.8859060402684564,0.8333333333333334,strict3x3,pda,CPP,2
0.24,0.8859060402684564,0.8333333333333334,strict3x3,pda,CPP,2
0.25,0.8859060402684564,0.8333333333333334,strict3x3,pda,CPP,2
0.26,0.8859060402684564,0.6666666666666666,strict3x3,pda,CPP,2
0.27,0.8859060402684564,0.6666666666666666,strict3x3,pda,CPP,2
0.28,0.8859060402684564,0.6666666666666666,strict3x3,pda,CPP,2
0.29,0.8859060402684564,0.6666666666666666,strict3x3,pda,CPP,2
0.3,0.8859060402684564,0.6666666666666666,strict3x3,pda,CPP,2
0.31,0.8791946308724832,0.6666666666666666,strict3x3,pda,CPP,2
0.32,0.87248322147651,0.6666666666666666,strict3x3,pda,CPP,2
0.33,0.87248322147651,0.6666666666666666,strict3x3,pda,CPP,2
0.34,0.8657718120805369,0.6666666666666666,strict3x3,pda,CPP,2
0.35,0.8657718120805369,0.6666666666666666,strict3x3,pda,CPP,2
0.36,0.8590604026845637,0.6666666666666666,strict3x3,pda,CPP,2
0.37,0.8590604026845637,0.6666666666666666,strict3x3,pda,CPP,2
0.38,0.8590604026845637,0.6666666666666666,strict3x3,pda,CPP,2
0.39,0.8523489932885906,0.6666666666666666,strict3x3,pda,CPP,2
0.4,0.8523489932885906,0.6666666666666666,strict3x3,pda,CPP,2
0.41,0.8389261744966443,0.6666666666666666,strict3x3,pda,CPP,2
0.42,0.8389261744966443,0.6666666666666666,strict3x3,pda,CPP,2
0.43,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.44,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.45,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.46,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.47,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.48,0.8322147651006712,0.6666666666666666,strict3x3,pda,CPP,2
0.49,0.825503355704698,0.6666666666666666,strict3x3,pda,CPP,2
0.5,0.8187919463087249,0.6666666666666666,strict3x3,pda,CPP,2
0.51,0.8053691275167785,0.6666666666666666,strict3x3,pda,CPP,2
0.52,0.7986577181208053,0.5,strict3x3,pda,CPP,2
0.53,0.785234899328859,0.5,strict3x3,pda,CPP,2
0.54,0.785234899328859,0.5,strict3x3,pda,CPP,2
0.55,0.7718120805369127,0.5,strict3x3,pda,CPP,2
0.56,0.7516778523489933,0.5,strict3x3,pda,CPP,2
0.57,0.7516778523489933,0.5,strict3x3,pda,CPP,2
0.58,0.7449664429530202,0.5,strict3x3,pda,CPP,2
0.59,0.738255033557047,0.5,strict3x3,pda,CPP,2
0.6,0.7248322147651006,0.5,strict3x3,pda,CPP,2
0.61,0.7114093959731543,0.5,strict3x3,pda,CPP,2
0.62,0.7046979865771812,0.5,strict3x3,pda,CPP,2
0.63,0.6912751677852349,0.5,strict3x3,pda,CPP,2
0.64,0.6845637583892618,0.5,strict3x3,pda,CPP,2
0.65,0.6778523489932886,0.5,strict3x3,pda,CPP,2
0.66,0.6644295302013423,0.5,strict3x3,pda,CPP,2
0.67,0.6577181208053692,0.5,strict3x3,pda,CPP,2
0.68,0.6375838926174496,0.5,strict3x3,pda,CPP,2
0.69,0.6241610738255033,0.5,strict3x3,pda,CPP,2
0.7,0.6040268456375839,0.5,strict3x3,pda,CPP,2
0.71,0.5838926174496645,0.5,strict3x3,pda,CPP,2
0.72,0.5704697986577181,0.5,strict3x3,pda,CPP,2
0.73,0.5369127516778524,0.5,strict3x3,pda,CPP,2
0.74,0.5167785234899329,0.5,strict3x3,pda,CPP,2
0.75,0.4899328859060403,0.5,strict3x3,pda,CPP,2
0.76,0.47651006711409394,0.5,strict3x3,pda,CPP,2
0.77,0.42953020134228187,0.3333333333333333,strict3x3,pda,CPP,2
0.78,0.40268456375838924,0.3333333333333333,strict3x3,pda,CPP,2
0.79,0.3959731543624161,0.3333333333333333,strict3x3,pda,CPP,2
0.8,0.3825503355704698,0.3333333333333333,strict3x3,pda,CPP,2
0.81,0.3624161073825503,0.16666666666666666,strict3x3,pda,CPP,2
0.82,0.3422818791946309,0.16666666666666666,strict3x3,pda,CPP,2
0.83,0.3087248322147651,0.16666666666666666,strict3x3,pda,CPP,2
0.84,0.3087248322147651,0.16666666666666666,strict3x3,pda,CPP,2
0.85,0.2751677852348993,0.16666666666666666,strict3x3,pda,CPP,2
0.86,0.2550335570469799,0.16666666666666666,strict3x3,pda,CPP,2
0.87,0.22818791946308725,0.0,strict3x3,pda,CPP,2
0.88,0.18791946308724833,0.0,strict3x3,pda,CPP,2
0.89,0.15436241610738255,0.0,strict3x3,pda,CPP,2
0.9,0.1476510067114094,0.0,strict3x3,pda,CPP,2
0.91,0.12751677852348994,0.0,strict3x3,pda,CPP,2
0.92,0.10067114093959731,0.0,strict3x3,pda,CPP,2
0.93,0.09395973154362416,0.0,strict3x3,pda,CPP,2
0.94,0.08053691275167785,0.0,strict3x3,pda,CPP,2
0.95,0.0738255033557047,0.0,strict3x3,pda,CPP,2
0.96,0.06040268456375839,0.0,strict3x3,pda,CPP,2
0.97,0.040268456375838924,0.0,strict3x3,pda,CPP,2
0.98,0.020134228187919462,0.0,strict3x3,pda,CPP,2
0.99,0.006711409395973154,0.0,strict3x3,pda,CPP,2
1.0,0.0,0.0,strict3x3,pda,CPP,2
0.0,1.0,1.0,strict3x3,pda,CPP,3
0.01,0.9384615384615385,1.0,strict3x3,pda,CPP,3
0.02,0.9307692307692308,1.0,strict3x3,pda,CPP,3
0.03,0.9307692307692308,1.0,strict3x3,pda,CPP,3
0.04,0.9230769230769231,1.0,strict3x3,pda,CPP,3
0.05,0.9153846153846154,1.0,strict3x3,pda,CPP,3
0.06,0.9153846153846154,1.0,strict3x3,pda,CPP,3
0.07,0.9153846153846154,1.0,strict3x3,pda,CPP,3
0.08,0.9,1.0,strict3x3,pda,CPP,3
0.09,0.9,1.0,strict3x3,pda,CPP,3
0.1,0.9,1.0,strict3x3,pda,CPP,3
0.11,0.8923076923076924,1.0,strict3x3,pda,CPP,3
0.12,0.8923076923076924,1.0,strict3x3,pda,CPP,3
0.13,0.8923076923076924,1.0,strict3x3,pda,CPP,3
0.14,0.8923076923076924,1.0,strict3x3,pda,CPP,3
0.15,0.8846153846153846,1.0,strict3x3,pda,CPP,3
0.16,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.17,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.18,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.19,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.2,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.21,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.22,0.8769230769230769,1.0,strict3x3,pda,CPP,3
0.23,0.8692307692307693,1.0,strict3x3,pda,CPP,3
0.24,0.8692307692307693,1.0,strict3x3,pda,CPP,3
0.25,0.8615384615384616,1.0,strict3x3,pda,CPP,3
0.26,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.27,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.28,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.29,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.3,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.31,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.32,0.8538461538461538,1.0,strict3x3,pda,CPP,3
0.33,0.8461538461538461,1.0,strict3x3,pda,CPP,3
0.34,0.8384615384615385,1.0,strict3x3,pda,CPP,3
0.35,0.8384615384615385,1.0,strict3x3,pda,CPP,3
0.36,0.8307692307692308,1.0,strict3x3,pda,CPP,3
0.37,0.8307692307692308,1.0,strict3x3,pda,CPP,3
0.38,0.8307692307692308,1.0,strict3x3,pda,CPP,3
0.39,0.8153846153846154,1.0,strict3x3,pda,CPP,3
0.4,0.8076923076923077,1.0,strict3x3,pda,CPP,3
0.41,0.8076923076923077,1.0,strict3x3,pda,CPP,3
0.42,0.8,1.0,strict3x3,pda,CPP,3
0.43,0.8,1.0,strict3x3,pda,CPP,3
0.44,0.8,1.0,strict3x3,pda,CPP,3
0.45,0.7846153846153846,1.0,strict3x3,pda,CPP,3
0.46,0.7769230769230769,1.0,strict3x3,pda,CPP,3
0.47,0.7615384615384615,1.0,strict3x3,pda,CPP,3
0.48,0.7615384615384615,1.0,strict3x3,pda,CPP,3
0.49,0.7461538461538462,1.0,strict3x3,pda,CPP,3
0.5,0.7384615384615385,1.0,strict3x3,pda,CPP,3
0.51,0.7307692307692307,1.0,strict3x3,pda,CPP,3
0.52,0.7307692307692307,1.0,strict3x3,pda,CPP,3
0.53,0.7307692307692307,1.0,strict3x3,pda,CPP,3
0.54,0.7230769230769231,1.0,strict3x3,pda,CPP,3
0.55,0.7076923076923077,1.0,strict3x3,pda,CPP,3
0.56,0.7076923076923077,1.0,strict3x3,pda,CPP,3
0.57,0.7,1.0,strict3x3,pda,CPP,3
0.58,0.676923076923077,1.0,strict3x3,pda,CPP,3
0.59,0.6615384615384615,1.0,strict3x3,pda,CPP,3
0.6,0.6615384615384615,1.0,strict3x3,pda,CPP,3
0.61,0.6538461538461539,1.0,strict3x3,pda,CPP,3
0.62,0.6538461538461539,1.0,strict3x3,pda,CPP,3
0.63,0.6384615384615384,1.0,strict3x3,pda,CPP,3
0.64,0.6153846153846154,1.0,strict3x3,pda,CPP,3
0.65,0.6153846153846154,1.0,strict3x3,pda,CPP,3
0.66,0.6153846153846154,1.0,strict3x3,pda,CPP,3
0.67,0.6076923076923076,1.0,strict3x3,pda,CPP,3
0.68,0.6,1.0,strict3x3,pda,CPP,3
0.69,0.5846153846153846,1.0,strict3x3,pda,CPP,3
0.7,0.5846153846153846,1.0,strict3x3,pda,CPP,3
0.71,0.5846153846153846,1.0,strict3x3,pda,CPP,3
0.72,0.5538461538461539,0.8,strict3x3,pda,CPP,3
0.73,0.5153846153846153,0.8,strict3x3,pda,CPP,3
0.74,0.5076923076923077,0.8,strict3x3,pda,CPP,3
0.75,0.4846153846153846,0.8,strict3x3,pda,CPP,3
0.76,0.47692307692307695,0.8,strict3x3,pda,CPP,3
0.77,0.46153846153846156,0.8,strict3x3,pda,CPP,3
0.78,0.43846153846153846,0.8,strict3x3,pda,CPP,3
0.79,0.4307692307692308,0.6,strict3x3,pda,CPP,3
0.8,0.3923076923076923,0.6,strict3x3,pda,CPP,3
0.81,0.36923076923076925,0.6,strict3x3,pda,CPP,3
0.82,0.36153846153846153,0.6,strict3x3,pda,CPP,3
0.83,0.33076923076923076,0.6,strict3x3,pda,CPP,3
0.84,0.3153846153846154,0.4,strict3x3,pda,CPP,3
0.85,0.2923076923076923,0.2,strict3x3,pda,CPP,3
0.86,0.2846153846153846,0.2,strict3x3,pda,CPP,3
0.87,0.2153846153846154,0.0,strict3x3,pda,CPP,3
0.88,0.19230769230769232,0.0,strict3x3,pda,CPP,3
0.89,0.18461538461538463,0.0,strict3x3,pda,CPP,3
0.9,0.18461538461538463,0.0,strict3x3,pda,CPP,3
0.91,0.16153846153846155,0.0,strict3x3,pda,CPP,3
0.92,0.12307692307692308,0.0,strict3x3,pda,CPP,3
0.93,0.1076923076923077,0.0,strict3x3,pda,CPP,3
0.94,0.09230769230769231,0.0,strict3x3,pda,CPP,3
