unit,quantity,period,method,n_stations,n_weeks,acf_w1,acf_w2,acf_w4,acf_w26,acf_w52,acf_slope,first_insig_lag,nonstationary_by_acf,trend_r,trend_p,adf_p,kpss_p,verdict,stl_trend_r,stl_trend_p,seasonal_strength,trend_strength
Stearns Wharf,pda,full,stl,1,932,0.2920316194913245,0.18171375047898888,0.20037761013357666,-0.014780922690382461,-0.06440291088261076,-0.008216241643931524,9.0,False,-0.03392178937321153,0.3009047115250948,4.1454998099113013e-10,0.1,stationary (both agree),-0.8045165526445778,1.2182680969242424e-212,0.0349195065088459,0.03463764584588325
Stearns Wharf,pda,window,raw,1,180,0.5828526126414383,0.11858238731680679,0.10270811529574596,0.0682569235597186,-0.041680084752184945,-0.007702358045676427,2.0,False,0.09629098716734144,0.19848875501810065,3.7480472264175e-09,0.1,stationary (both agree),,,,
Stearns Wharf,pda,window,seasonal_diff,1,126,0.620511624329199,0.16807215620519678,0.1611177591287176,0.09641764958558095,-0.7217461117276155,-0.008827814330081089,2.0,False,-0.22493411965575266,0.011333203916489551,0.015045008076736836,0.1,stationary (both agree),,,,
Stearns Wharf,pda,window,stl,1,184,0.6073742709349398,0.1368471486660592,0.124734420497564,0.09266887803641834,-0.02810405584045557,-0.007335277339726527,2.0,False,0.12033253035193679,0.10372351836931393,0.015091011207370617,0.1,stationary (both agree),-0.9999999999999999,0.0,0.03263423292301282,0.0
Santa Monica Pier,pn,full,raw,1,912,0.4153782113380048,0.23778921477646076,0.14959387278925068,-0.03573096920449432,0.0740165272354888,-0.010352166198629111,13.0,False,0.03661409514786283,0.26934364719620635,1.4031246127337281e-05,0.1,stationary (both agree),,,,
Santa Monica Pier,pn,full,seasonal_diff,1,839,0.3623498711936646,0.20406375248341738,0.09114461518065158,0.04280973805081552,-0.5095489240174673,-0.0051707766166742665,6.0,False,-0.003768863379571083,0.9131988173396524,2.8431446707423864e-19,0.09528411077908058,stationary (both agree),,,,
Santa Monica Pier,pn,full,stl,1,941,0.28800097441196676,0.06985030342183988,-0.03525122119804963,0.016793979567201155,-0.39503940155411105,-0.000925934151251859,3.0,False,0.0135896995016922,0.6771619702214072,0.0,0.1,stationary (both agree),-0.01020761882155865,0.7544948928038615,0.39665587990474416,0.15181073813388013
Santa Monica Pier,pn,window,raw,1,190,0.46995412903473616,0.3893713198004105,0.23959505383392196,-0.24653997178892978,0.2328106289943226,-0.023714604616726045,11.0,False,0.016370873744885193,0.8226150292843857,0.00015308946155516372,0.1,stationary (both agree),,,,
Santa Monica Pier,pn,window,seasonal_diff,1,138,0.3126390124601811,0.17479831293147374,0.008929646797489175,0.03223800554543213,-0.51295159408983,-0.0058827090034953965,3.0,False,0.04321171604163046,0.6147951354287341,7.1100190802841525e-09,0.04785080421411205,"conflicting: ADF stationary, KPSS non-stationary (possible trend-stationarity)",,,,
Santa Monica Pier,pn,window,stl,1,192,0.33944265534581186,0.17828670615745043,-0.04439082996439298,0.10333870019535059,0.20602022729956876,-0.0034559293721788285,3.0,False,0.045886841271611634,0.527381778350393,1.406928647941225e-16,0.1,stationary (both agree),-0.9878503233638413,1.403921170487061e-155,0.3676097685745582,0.0
Santa Monica Pier,pda,full,raw,1,891,0.39737276014675693,0.3703183502874184,0.21239605147052848,-0.025633660311348713,-0.00514411435166883,-0.010465062944215021,7.0,False,0.008165412935281625,0.8076983356593358,5.177619189479327e-05,0.1,stationary (both agree),,,,
Santa Monica Pier,pda,full,seasonal_diff,1,816,0.4184408056781596,0.3965081030167292,0.2180275438974528,-0.006433640665517608,-0.5262306129019951,-0.009980556335546804,7.0,False,0.006525727507653453,0.8523441601565881,0.0012932577795775923,0.1,stationary (both agree),,,,
Santa Monica Pier,pda,full,stl,1,920,0.39060279899082384,0.36283080185490313,0.2090588830627389,-0.010871838004716517,-0.0154352729120768,-0.01003544960671194,7.0,False,0.013748942057886475,0.6770596923425011,8.034284959631703e-16,0.1,stationary (both agree),-0.08694551333762786,0.00832489598586155,0.005736236078178081,0.0
Santa Monica Pier,pda,window,raw,1,186,0.6937829183225075,0.6013666853146663,0.27859949859933353,-0.05539275390914831,-0.04631015988485129,-0.014496560465360783,5.0,False,0.1297863485789246,0.07746420371703772,0.0520196737565233,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Santa Monica Pier,pda,window,seasonal_diff,1,134,0.7654973332350412,0.6705864803607138,0.25086702926742704,-0.006544723373926246,-0.7252498492697805,-0.012776246452479741,5.0,False,-0.144809678911946,0.09503813024173297,0.13691546793585974,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Santa Monica Pier,pda,window,stl,1,187,0.6834059759975455,0.5977400668758469,0.2736366243836788,-0.04269299303535489,-0.07214811403043563,-0.013779772797328341,5.0,False,0.14012168273607437,0.05578205043949584,0.006169975568189316,0.1,stationary (both agree),-0.9790451435981239,8.276567297573698e-130,0.02734139100699773,0.0
Newport Beach Pier,pn,full,raw,1,863,0.3475771035368478,0.17690860542183023,0.16155730659001769,-0.0370473848463452,0.19967695517098707,-0.009029712619683623,9.0,False,-0.016893094715535007,0.6201892276994818,0.00019865040631948097,0.08525925784978008,stationary (both agree),,,,
Newport Beach Pier,pn,full,seasonal_diff,1,766,0.27643014328441284,0.10210271162525421,0.06457529787244941,0.014356559043826763,-0.4332352406758704,-0.0032737123859680793,4.0,False,-0.04049012386948907,0.26302832108331486,0.0007377059194526825,0.07940848809498638,stationary (both agree),,,,
Newport Beach Pier,pn,full,stl,1,939,0.23880553225191734,0.08592511359955063,0.01935028824912291,-0.03643211628724355,-0.09004284051180955,-0.0031154223706456098,3.0,False,0.078688215472361,0.015874857342227808,0.0,0.033693338185237835,"conflicting: ADF stationary, KPSS non-stationary (possible trend-stationarity)",-0.2649981761415019,1.486040597676296e-16,0.2952100944969598,0.09390026107082883
Newport Beach Pier,pn,window,raw,1,164,0.4245559972408023,0.26307343116573834,0.23382825410623329,-0.10904726437388762,0.1587138503805037,-0.014437418441877436,5.0,False,0.133147640427077,0.08919569046027814,0.730053762680839,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Newport Beach Pier,pn,window,seasonal_diff,1,106,0.15884641605385888,-0.03767991592483063,0.020414890623617718,-0.03822914688489322,-0.5453041526563946,-0.0010888883219925217,1.0,False,-0.09674993578056222,0.3238349821863977,,,insufficient data,,,,
Newport Beach Pier,pn,window,stl,1,191,0.22054798331677,0.0303644226759576,0.027232574282254344,0.01904725738305868,0.13127264457660978,0.0001330012038976621,2.0,False,0.03438379238974776,0.6367741727443729,8.507067709188094e-20,0.1,stationary (both agree),0.9999999980809742,0.0,0.3881985723233039,0.05930804517769184
Newport Beach Pier,pda,full,raw,1,868,0.31572448025461436,0.32148033698738215,0.03572199598288337,-0.0289835517420706,0.0849978764635725,-0.0066912331214018335,4.0,False,0.0020060321188141886,0.9529391345846259,1.315353861487712e-07,0.1,stationary (both agree),,,,
Newport Beach Pier,pda,full,seasonal_diff,1,776,0.3496201565970631,0.3554146206194843,0.04150778889469804,-0.006967136299082455,-0.5221609574263836,-0.006454727634855287,4.0,False,-0.00976774174979009,0.7858791132736699,0.515715711693976,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Newport Beach Pier,pda,full,stl,1,939,0.23631259076440927,0.25932281202939245,0.09858109425029751,-0.005894951952872662,-0.024393450187228424,-0.006184843137256145,6.0,False,0.07790932365537087,0.016947999318138392,2.87136001275895e-18,0.1,stationary (both agree),-0.6846736970204124,7.443059496040131e-131,0.4822609216881979,0.015206540270448321
Newport Beach Pier,pda,window,raw,1,164,0.23967437060989125,0.3435447987776634,0.10019127372134927,-0.0464041522325574,-0.060321618483330966,-0.009297686956801098,4.0,False,0.014250660458707988,0.8562806042948521,0.0010080304656476789,0.1,stationary (both agree),,,,
Newport Beach Pier,pda,window,seasonal_diff,1,106,0.2998433431908775,0.41786531334615423,0.11581296903375547,0.005162191670234791,-0.6495354560569484,-0.008831776028488792,4.0,False,-0.12362507692636336,0.20674879717614927,,,insufficient data,,,,
Newport Beach Pier,pda,window,stl,1,191,0.23979917345454324,0.3732004005864739,0.038941858332479116,-0.020437471425510945,-0.14228867706196555,-0.007878389324539698,4.0,False,0.0478395195848922,0.5110576501209632,0.00042068572981818214,0.1,stationary (both agree),-0.8827821994162267,6.384687530465127e-64,0.20129239553757627,0.0
Scripps Pier,pn,full,raw,1,905,0.3922253086703035,0.294597772591376,0.20545670484673068,0.0600472632907405,0.12002783915974041,-0.00908395595391379,12.0,False,0.017750371726782573,0.5938312616828154,5.987259640554827e-10,0.1,stationary (both agree),,,,
Scripps Pier,pn,full,seasonal_diff,1,825,0.27976845384505555,0.17157965525552712,0.13386464948876184,0.020827684805566644,-0.48468507123779797,-0.005728017996830309,9.0,False,0.001868001080587689,0.9572754148170298,4.786503808439222e-24,0.05253732012356443,stationary (both agree),,,,
Scripps Pier,pn,full,stl,1,937,0.19103663568095877,0.08677673882513202,0.056951585363162305,0.024067807407769166,-0.11023238342386074,-0.0030010109595402608,3.0,False,-0.0060676066227375435,0.8528478726788207,2.1707345685484223e-30,0.1,stationary (both agree),0.013743830416600473,0.6743662558811141,0.20609840066439045,0.1091936484667011
Scripps Pier,pn,window,raw,1,185,0.1898685826376632,0.20943808217364543,0.08934985287480925,-0.005211742286382626,-0.01839801253663883,-0.008944501213202805,4.0,False,0.14092230536034783,0.05570732273058049,1.0898596203316686e-08,0.08218879079662138,stationary (both agree),,,,
Scripps Pier,pn,window,seasonal_diff,1,133,0.04595236468820047,0.05888542341642482,-0.015642086161583274,0.052536561427551406,-0.6248167782741278,-0.0010045081675928436,1.0,False,-0.08974317500882258,0.3042915427864566,4.1140469429781434e-19,0.1,stationary (both agree),,,,
Scripps Pier,pn,window,stl,1,188,0.11153716566697548,0.06746309168143107,0.013290658435803949,0.09083697625513497,0.057149470105273825,-0.0002729462128400547,1.0,False,0.049459144546903616,0.5002862185537025,1.4991933622289662e-22,0.1,stationary (both agree),0.991837226467089,2.5213863083798915e-168,0.32805546328809654,0.01467324507999368
Scripps Pier,pda,full,raw,1,922,0.3437555954675545,0.21734404223674667,0.2046662496067811,-0.02328978258668547,-0.023040405879992062,-0.009132601627915678,10.0,False,0.08110439421644215,0.013762287135020729,0.05899718863314976,0.045076002462853364,non-stationary (both agree),,,,
Scripps Pier,pda,full,seasonal_diff,1,859,0.3617814365290055,0.21475425122079358,0.2120383572929316,0.00024293103568934777,-0.6243044095496404,-0.008587874755905795,10.0,False,-0.01600035088924782,0.6395724805340472,0.3925971006259606,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Scripps Pier,pda,full,stl,1,936,0.28616504070335524,0.2395442986409441,0.3640136792802172,0.14634652383842064,0.08145714139785253,-0.004802353139855038,,True,-0.23580985281945466,2.710368490835292e-13,0.002381438511480256,0.01,"conflicting: ADF stationary, KPSS non-stationary (possible trend-stationarity)",0.2715343995767792,2.776096728488098e-17,0.05058349152874042,0.5670838334549562
Scripps Pier,pda,window,raw,1,187,0.46080600154575296,0.29178730053526836,0.179343443622908,-0.06406794362773768,-0.07849583319981396,-0.012783980886762735,6.0,False,0.0966964201958556,0.1879980035685297,0.30543951196125935,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",,,,
Scripps Pier,pda,window,seasonal_diff,1,135,0.4921288871128365,0.3169542513655262,0.2143113029118176,-0.00036450052877688455,-0.7605529797356556,-0.01167698638095339,6.0,False,-0.22040837307849354,0.010205977121109641,0.14288586429664113,0.041690624149488625,non-stationary (both agree),,,,
Scripps Pier,pda,window,stl,1,187,0.46637344086494786,0.2764390700734615,0.16646964680095214,-0.051062076539110296,-0.07892064645508147,-0.011770800791272223,3.0,False,0.10604602853877862,0.1485954321318842,0.326861950329499,0.1,"conflicting: ADF unit root, KPSS stationary (weak evidence)",-0.9740293755346531,2.7472626244404034e-121,0.008642436244544638,0.0
