lag,r,n_pairs,ci95,significant,interpretation,mode,quantity,unit,lead_days
-30,-0.008928373288613567,153,0.15845660835707087,False,model leads obs by 30 d,strict3x3,pn,CPP,0
-29,0.009828407541073544,148,0.16111100755925015,False,model leads obs by 29 d,strict3x3,pn,CPP,0
-28,0.03942237935282971,154,0.15794130094897454,False,model leads obs by 28 d,strict3x3,pn,CPP,0
-27,0.04439778313738327,158,0.15592922769844308,False,model leads obs by 27 d,strict3x3,pn,CPP,0
-26,0.05860402610387553,151,0.15950253791914726,False,model leads obs by 26 d,strict3x3,pn,CPP,0
-25,0.04062899089040879,146,0.16221075416606412,False,model leads obs by 25 d,strict3x3,pn,CPP,0
-24,0.0541006342156308,125,0.1753077294359835,False,model leads obs by 24 d,strict3x3,pn,CPP,0
-23,0.009060868980762407,158,0.15592922769844308,False,model leads obs by 23 d,strict3x3,pn,CPP,0
-22,0.004029250269065581,150,0.1600333298618343,False,model leads obs by 22 d,strict3x3,pn,CPP,0
-21,0.01022102540706596,156,0.15692559072898538,False,model leads obs by 21 d,strict3x3,pn,CPP,0
-20,-0.024994550735103063,154,0.15794130094897454,False,model leads obs by 20 d,strict3x3,pn,CPP,0
-19,0.0021524390170178575,152,0.1589769927081473,False,model leads obs by 19 d,strict3x3,pn,CPP,0
-18,0.022312314419800847,145,0.16276914051333033,False,model leads obs by 18 d,strict3x3,pn,CPP,0
-17,-0.006187036512200362,132,0.17059610283658388,False,model leads obs by 17 d,strict3x3,pn,CPP,0
-16,0.039631639340401516,154,0.15794130094897454,False,model leads obs by 16 d,strict3x3,pn,CPP,0
-15,-0.011253300581904482,153,0.15845660835707087,False,model leads obs by 15 d,strict3x3,pn,CPP,0
-14,-0.016455168781021476,155,0.15743098846488976,False,model leads obs by 14 d,strict3x3,pn,CPP,0
-13,-0.009548646752390809,156,0.15692559072898538,False,model leads obs by 13 d,strict3x3,pn,CPP,0
-12,-0.053562273515736385,154,0.15794130094897454,False,model leads obs by 12 d,strict3x3,pn,CPP,0
-11,0.01881806532150006,141,0.16506177652903772,False,model leads obs by 11 d,strict3x3,pn,CPP,0
-10,0.040485247849330504,133,0.16995355402672752,False,model leads obs by 10 d,strict3x3,pn,CPP,0
-9,-0.09362848179258211,156,0.15692559072898538,False,model leads obs by 9 d,strict3x3,pn,CPP,0
-8,-0.10171821783866365,151,0.15950253791914726,False,model leads obs by 8 d,strict3x3,pn,CPP,0
-7,0.04565279520525266,156,0.15692559072898538,False,model leads obs by 7 d,strict3x3,pn,CPP,0
-6,-0.1010081312169173,156,0.15692559072898538,False,model leads obs by 6 d,strict3x3,pn,CPP,0
-5,-0.01622956384573212,157,0.15642502935565394,False,model leads obs by 5 d,strict3x3,pn,CPP,0
-4,-0.026702438100933933,143,0.1639034339613898,False,model leads obs by 4 d,strict3x3,pn,CPP,0
-3,-0.10143826009678558,136,0.16806861343965865,False,model leads obs by 3 d,strict3x3,pn,CPP,0
-2,0.031100804639164877,156,0.15692559072898538,False,model leads obs by 2 d,strict3x3,pn,CPP,0
-1,-0.2850094121168888,149,0.16056945642173193,True,model leads obs by 1 d,strict3x3,pn,CPP,0
0,0.02708307060990456,160,0.1549516053482506,False,zero lag,strict3x3,pn,CPP,0
1,0.04158587178069575,157,0.15642502935565394,False,model lags obs by 1 d,strict3x3,pn,CPP,0
2,-0.0892382395144598,161,0.15446963962286372,False,model lags obs by 2 d,strict3x3,pn,CPP,0
3,0.07633792394836704,145,0.16276914051333033,False,model lags obs by 3 d,strict3x3,pn,CPP,0
4,0.06800461079650114,130,0.17190337178417772,False,model lags obs by 4 d,strict3x3,pn,CPP,0
5,0.05199387237533035,154,0.15794130094897454,False,model lags obs by 5 d,strict3x3,pn,CPP,0
6,-0.13749774912288953,151,0.15950253791914726,False,model lags obs by 6 d,strict3x3,pn,CPP,0
7,0.06752648289144444,160,0.1549516053482506,False,model lags obs by 7 d,strict3x3,pn,CPP,0
8,0.04752643499819766,160,0.1549516053482506,False,model lags obs by 8 d,strict3x3,pn,CPP,0
9,0.0637220094008178,159,0.15543811080075626,False,model lags obs by 9 d,strict3x3,pn,CPP,0
10,0.06470454446991404,144,0.16333333333333333,False,model lags obs by 10 d,strict3x3,pn,CPP,0
11,0.09862937304094178,131,0.17124599510556343,False,model lags obs by 11 d,strict3x3,pn,CPP,0
12,0.09361989157773591,151,0.15950253791914726,False,model lags obs by 12 d,strict3x3,pn,CPP,0
13,-0.2973062689457851,152,0.1589769927081473,True,model lags obs by 13 d,strict3x3,pn,CPP,0
14,0.08110561815639983,162,0.15399214345840367,False,model lags obs by 14 d,strict3x3,pn,CPP,0
15,0.04474751798255719,162,0.15399214345840367,False,model lags obs by 15 d,strict3x3,pn,CPP,0
16,0.034731421891036764,160,0.1549516053482506,False,model lags obs by 16 d,strict3x3,pn,CPP,0
17,0.02924892689114125,141,0.16506177652903772,False,model lags obs by 17 d,strict3x3,pn,CPP,0
18,0.0739271840146836,130,0.17190337178417772,False,model lags obs by 18 d,strict3x3,pn,CPP,0
19,0.07130414270357997,156,0.15692559072898538,False,model lags obs by 19 d,strict3x3,pn,CPP,0
20,0.0705027705924375,151,0.15950253791914726,False,model lags obs by 20 d,strict3x3,pn,CPP,0
21,0.056189337717372535,162,0.15399214345840367,False,model lags obs by 21 d,strict3x3,pn,CPP,0
22,0.034646011442064,157,0.15642502935565394,False,model lags obs by 22 d,strict3x3,pn,CPP,0
23,0.016686802863459672,159,0.15543811080075626,False,model lags obs by 23 d,strict3x3,pn,CPP,0
24,-0.005720115437496593,141,0.16506177652903772,False,model lags obs by 24 d,strict3x3,pn,CPP,0
25,0.06293348929845724,133,0.16995355402672752,False,model lags obs by 25 d,strict3x3,pn,CPP,0
26,0.037909840693702984,153,0.15845660835707087,False,model lags obs by 26 d,strict3x3,pn,CPP,0
27,0.05245939162336762,153,0.15845660835707087,False,model lags obs by 27 d,strict3x3,pn,CPP,0
28,0.05737570229637364,158,0.15592922769844308,False,model lags obs by 28 d,strict3x3,pn,CPP,0
29,0.04587131667279415,162,0.15399214345840367,False,model lags obs by 29 d,strict3x3,pn,CPP,0
30,0.03398193859126299,158,0.15592922769844308,False,model lags obs by 30 d,strict3x3,pn,CPP,0
-30,-0.03555639671655783,131,0.17124599510556343,False,model leads obs by 30 d,strict3x3,pn,CPP,1
-29,0.010400158228596032,156,0.15692559072898538,False,model leads obs by 29 d,strict3x3,pn,CPP,1
-28,-0.06489326077835336,152,0.1589769927081473,False,model leads obs by 28 d,strict3x3,pn,CPP,1
-27,-0.09558368940027741,157,0.15642502935565394,False,model leads obs by 27 d,strict3x3,pn,CPP,1
-26,-0.020499078291326047,158,0.15592922769844308,False,model leads obs by 26 d,strict3x3,pn,CPP,1
-25,-0.12877766520164413,153,0.15845660835707087,False,model leads obs by 25 d,strict3x3,pn,CPP,1
-24,-0.09702986268508473,147,0.1616580753730952,False,model leads obs by 24 d,strict3x3,pn,CPP,1
-23,-0.1916239488225942,127,0.17392187584555832,True,model leads obs by 23 d,strict3x3,pn,CPP,1
-22,-0.02473124548075815,162,0.15399214345840367,False,model leads obs by 22 d,strict3x3,pn,CPP,1
-21,-0.00017839742793877074,154,0.15794130094897454,False,model leads obs by 21 d,strict3x3,pn,CPP,1
-20,0.03337217381048269,158,0.15592922769844308,False,model leads obs by 20 d,strict3x3,pn,CPP,1
-19,0.03846461620217537,154,0.15794130094897454,False,model leads obs by 19 d,strict3x3,pn,CPP,1
-18,0.06187449662096767,154,0.15794130094897454,False,model leads obs by 18 d,strict3x3,pn,CPP,1
-17,0.07309867732040741,146,0.16221075416606412,False,model leads obs by 17 d,strict3x3,pn,CPP,1
-16,0.06953420333430183,133,0.16995355402672752,False,model leads obs by 16 d,strict3x3,pn,CPP,1
-15,0.06689232261094483,157,0.15642502935565394,False,model leads obs by 15 d,strict3x3,pn,CPP,1
-14,0.042518560138611466,155,0.15743098846488976,False,model leads obs by 14 d,strict3x3,pn,CPP,1
-13,0.0626870698867619,158,0.15592922769844308,False,model leads obs by 13 d,strict3x3,pn,CPP,1
-12,0.07067823220902729,156,0.15692559072898538,False,model leads obs by 12 d,strict3x3,pn,CPP,1
-11,-0.0039182542088733036,156,0.15692559072898538,False,model leads obs by 11 d,strict3x3,pn,CPP,1
-10,-0.1230787205803751,142,0.16447954622615107,False,model leads obs by 10 d,strict3x3,pn,CPP,1
-9,-0.059650104597181855,136,0.16806861343965865,False,model leads obs by 9 d,strict3x3,pn,CPP,1
-8,0.05728660131479964,159,0.15543811080075626,False,model leads obs by 8 d,strict3x3,pn,CPP,1
-7,0.016733629827938003,153,0.15845660835707087,False,model leads obs by 7 d,strict3x3,pn,CPP,1
-6,0.043657211734698415,158,0.15592922769844308,False,model leads obs by 6 d,strict3x3,pn,CPP,1
-5,-0.02568510773668404,157,0.15642502935565394,False,model leads obs by 5 d,strict3x3,pn,CPP,1
-4,0.04943839380242885,159,0.15543811080075626,False,model leads obs by 4 d,strict3x3,pn,CPP,1
-3,0.07864551371671054,144,0.16333333333333333,False,model leads obs by 3 d,strict3x3,pn,CPP,1
-2,0.025023479499824516,138,0.16684628002871474,False,model leads obs by 2 d,strict3x3,pn,CPP,1
-1,-0.07590031940957506,159,0.15543811080075626,False,model leads obs by 1 d,strict3x3,pn,CPP,1
0,-0.15497395695842953,152,0.1589769927081473,False,zero lag,strict3x3,pn,CPP,1
1,0.07058101912268093,163,0.15351904819763965,False,model lags obs by 1 d,strict3x3,pn,CPP,1
2,0.006769514705403531,157,0.15642502935565394,False,model lags obs by 2 d,strict3x3,pn,CPP,1
3,0.055843918352164824,162,0.15399214345840367,False,model lags obs by 3 d,strict3x3,pn,CPP,1
4,0.048901883597680725,146,0.16221075416606412,False,model lags obs by 4 d,strict3x3,pn,CPP,1
5,-0.27542756642402755,131,0.17124599510556343,True,model lags obs by 5 d,strict3x3,pn,CPP,1
6,-0.2451101472380434,156,0.15692559072898538,True,model lags obs by 6 d,strict3x3,pn,CPP,1
7,-0.14329959932445888,156,0.15692559072898538,False,model lags obs by 7 d,strict3x3,pn,CPP,1
8,0.011313212859305739,162,0.15399214345840367,False,model lags obs by 8 d,strict3x3,pn,CPP,1
9,0.06894358582780076,160,0.1549516053482506,False,model lags obs by 9 d,strict3x3,pn,CPP,1
10,0.06344466912044006,161,0.15446963962286372,False,model lags obs by 10 d,strict3x3,pn,CPP,1
11,0.02557127309676308,146,0.16221075416606412,False,model lags obs by 11 d,strict3x3,pn,CPP,1
12,0.04435897362385746,132,0.17059610283658388,False,model lags obs by 12 d,strict3x3,pn,CPP,1
13,-0.030140279685344367,156,0.15692559072898538,False,model lags obs by 13 d,strict3x3,pn,CPP,1
14,0.004508510633592403,156,0.15692559072898538,False,model lags obs by 14 d,strict3x3,pn,CPP,1
15,0.043159655366781374,163,0.15351904819763965,False,model lags obs by 15 d,strict3x3,pn,CPP,1
16,0.0933417883094819,162,0.15399214345840367,False,model lags obs by 16 d,strict3x3,pn,CPP,1
17,0.06730343328144045,161,0.15446963962286372,False,model lags obs by 17 d,strict3x3,pn,CPP,1
18,0.08319802425853319,144,0.16333333333333333,False,model lags obs by 18 d,strict3x3,pn,CPP,1
19,0.09801796208091433,131,0.17124599510556343,False,model lags obs by 19 d,strict3x3,pn,CPP,1
20,0.029233217261646786,159,0.15543811080075626,False,model lags obs by 20 d,strict3x3,pn,CPP,1
21,-0.04842802582672849,156,0.15692559072898538,False,model lags obs by 21 d,strict3x3,pn,CPP,1
22,0.07535320358488058,164,0.15305028665083395,False,model lags obs by 22 d,strict3x3,pn,CPP,1
23,0.0012586117337536294,157,0.15642502935565394,False,model lags obs by 23 d,strict3x3,pn,CPP,1
24,0.02153948798334147,161,0.15446963962286372,False,model lags obs by 24 d,strict3x3,pn,CPP,1
25,0.0227232779619655,142,0.16447954622615107,False,model lags obs by 25 d,strict3x3,pn,CPP,1
26,0.05928819211596485,136,0.16806861343965865,False,model lags obs by 26 d,strict3x3,pn,CPP,1
27,0.04703605514883656,155,0.15743098846488976,False,model lags obs by 27 d,strict3x3,pn,CPP,1
28,0.01834518334437077,157,0.15642502935565394,False,model lags obs by 28 d,strict3x3,pn,CPP,1
29,0.04373314770630345,160,0.1549516053482506,False,model lags obs by 29 d,strict3x3,pn,CPP,1
30,0.0017452533143070366,162,0.15399214345840367,False,model lags obs by 30 d,strict3x3,pn,CPP,1
-30,-0.08547073736474652,147,0.1616580753730952,False,model leads obs by 30 d,strict3x3,pn,CPP,2
-29,-0.012915438830095851,131,0.17124599510556343,False,model leads obs by 29 d,strict3x3,pn,CPP,2
-28,0.003043896987825365,156,0.15692559072898538,False,model leads obs by 28 d,strict3x3,pn,CPP,2
-27,-0.059929959971122986,152,0.1589769927081473,False,model leads obs by 27 d,strict3x3,pn,CPP,2
-26,-0.06737221133707981,157,0.15642502935565394,False,model leads obs by 26 d,strict3x3,pn,CPP,2
-25,-0.012677538127330369,158,0.15592922769844308,False,model leads obs by 25 d,strict3x3,pn,CPP,2
-24,-0.11317140297449806,153,0.15845660835707087,False,model leads obs by 24 d,strict3x3,pn,CPP,2
-23,-0.15511464503890032,147,0.1616580753730952,False,model leads obs by 23 d,strict3x3,pn,CPP,2
-22,0.047945215728666675,127,0.17392187584555832,False,model leads obs by 22 d,strict3x3,pn,CPP,2
-21,0.010411425315602166,162,0.15399214345840367,False,model leads obs by 21 d,strict3x3,pn,CPP,2
-20,0.006746501120135624,154,0.15794130094897454,False,model leads obs by 20 d,strict3x3,pn,CPP,2
-19,0.05037103296941582,158,0.15592922769844308,False,model leads obs by 19 d,strict3x3,pn,CPP,2
-18,0.04158592043528392,154,0.15794130094897454,False,model leads obs by 18 d,strict3x3,pn,CPP,2
-17,0.06669011068040792,154,0.15794130094897454,False,model leads obs by 17 d,strict3x3,pn,CPP,2
-16,0.07536822529326548,146,0.16221075416606412,False,model leads obs by 16 d,strict3x3,pn,CPP,2
-15,0.08137169148445035,133,0.16995355402672752,False,model leads obs by 15 d,strict3x3,pn,CPP,2
-14,0.09480727392851832,157,0.15642502935565394,False,model leads obs by 14 d,strict3x3,pn,CPP,2
-13,0.04221146994220279,155,0.15743098846488976,False,model leads obs by 13 d,strict3x3,pn,CPP,2
-12,0.08167880142433648,158,0.15592922769844308,False,model leads obs by 12 d,strict3x3,pn,CPP,2
-11,0.07039037979690618,156,0.15692559072898538,False,model leads obs by 11 d,strict3x3,pn,CPP,2
-10,0.011037887739557089,156,0.15692559072898538,False,model leads obs by 10 d,strict3x3,pn,CPP,2
-9,-0.16046467300585313,142,0.16447954622615107,False,model leads obs by 9 d,strict3x3,pn,CPP,2
-8,0.11623812702736008,136,0.16806861343965865,False,model leads obs by 8 d,strict3x3,pn,CPP,2
-7,0.06784988203765475,159,0.15543811080075626,False,model leads obs by 7 d,strict3x3,pn,CPP,2
-6,0.018919112687121698,153,0.15845660835707087,False,model leads obs by 6 d,strict3x3,pn,CPP,2
-5,0.05373877559944722,158,0.15592922769844308,False,model leads obs by 5 d,strict3x3,pn,CPP,2
-4,-0.022824414503986062,157,0.15642502935565394,False,model leads obs by 4 d,strict3x3,pn,CPP,2
-3,0.05974209527036876,159,0.15543811080075626,False,model leads obs by 3 d,strict3x3,pn,CPP,2
-2,0.12048151790634544,144,0.16333333333333333,False,model leads obs by 2 d,strict3x3,pn,CPP,2
-1,0.03239197261437822,138,0.16684628002871474,False,model leads obs by 1 d,strict3x3,pn,CPP,2
0,-0.08839025422593728,159,0.15543811080075626,False,zero lag,strict3x3,pn,CPP,2
1,-0.17301648334644384,152,0.1589769927081473,True,model lags obs by 1 d,strict3x3,pn,CPP,2
2,0.08481627049136707,163,0.15351904819763965,False,model lags obs by 2 d,strict3x3,pn,CPP,2
3,-0.001829533146943277,157,0.15642502935565394,False,model lags obs by 3 d,strict3x3,pn,CPP,2
4,0.06769411578168398,162,0.15399214345840367,False,model lags obs by 4 d,strict3x3,pn,CPP,2
5,0.05557468976970041,146,0.16221075416606412,False,model lags obs by 5 d,strict3x3,pn,CPP,2
6,-0.24802248963723109,131,0.17124599510556343,True,model lags obs by 6 d,strict3x3,pn,CPP,2
7,-0.22992862295127312,156,0.15692559072898538,True,model lags obs by 7 d,strict3x3,pn,CPP,2
8,-0.16493844559663368,156,0.15692559072898538,True,model lags obs by 8 d,strict3x3,pn,CPP,2
9,0.01578050178350011,162,0.15399214345840367,False,model lags obs by 9 d,strict3x3,pn,CPP,2
10,0.06785780977539921,160,0.1549516053482506,False,model lags obs by 10 d,strict3x3,pn,CPP,2
11,0.07099778611452491,161,0.15446963962286372,False,model lags obs by 11 d,strict3x3,pn,CPP,2
12,0.025814250424143644,146,0.16221075416606412,False,model lags obs by 12 d,strict3x3,pn,CPP,2
13,0.051623741409616244,132,0.17059610283658388,False,model lags obs by 13 d,strict3x3,pn,CPP,2
14,-0.027043839748641395,156,0.15692559072898538,False,model lags obs by 14 d,strict3x3,pn,CPP,2
15,0.009202880878120986,156,0.15692559072898538,False,model lags obs by 15 d,strict3x3,pn,CPP,2
16,0.058939510750222426,163,0.15351904819763965,False,model lags obs by 16 d,strict3x3,pn,CPP,2
17,0.10063785273852317,162,0.15399214345840367,False,model lags obs by 17 d,strict3x3,pn,CPP,2
18,0.06447435155155094,161,0.15446963962286372,False,model lags obs by 18 d,strict3x3,pn,CPP,2
19,0.09865977720306243,144,0.16333333333333333,False,model lags obs by 19 d,strict3x3,pn,CPP,2
20,0.0903748768048304,131,0.17124599510556343,False,model lags obs by 20 d,strict3x3,pn,CPP,2
21,-0.011510435512279784,159,0.15543811080075626,False,model lags obs by 21 d,strict3x3,pn,CPP,2
22,-0.08799128930498142,156,0.15692559072898538,False,model lags obs by 22 d,strict3x3,pn,CPP,2
23,0.0842234788239354,164,0.15305028665083395,False,model lags obs by 23 d,strict3x3,pn,CPP,2
24,-0.0019557600003180073,157,0.15642502935565394,False,model lags obs by 24 d,strict3x3,pn,CPP,2
25,0.031132296632285037,161,0.15446963962286372,False,model lags obs by 25 d,strict3x3,pn,CPP,2
26,0.035979584975543565,142,0.16447954622615107,False,model lags obs by 26 d,strict3x3,pn,CPP,2
27,0.02679906283316382,136,0.16806861343965865,False,model lags obs by 27 d,strict3x3,pn,CPP,2
28,0.06178845947170533,155,0.15743098846488976,False,model lags obs by 28 d,strict3x3,pn,CPP,2
29,-0.014689083902568298,157,0.15642502935565394,False,model lags obs by 29 d,strict3x3,pn,CPP,2
30,0.04849546943337236,160,0.1549516053482506,False,model lags obs by 30 d,strict3x3,pn,CPP,2
-30,-0.13603411940920732,152,0.1589769927081473,False,model leads obs by 30 d,strict3x3,pn,CPP,3
-29,-0.11506327098199905,147,0.1616580753730952,False,model leads obs by 29 d,strict3x3,pn,CPP,3
-28,-0.013382236820025827,131,0.17124599510556343,False,model leads obs by 28 d,strict3x3,pn,CPP,3
-27,-0.00914469907314411,156,0.15692559072898538,False,model leads obs by 27 d,strict3x3,pn,CPP,3
-26,-0.04715553403164294,152,0.1589769927081473,False,model leads obs by 26 d,strict3x3,pn,CPP,3
-25,-0.06351530886945295,157,0.15642502935565394,False,model leads obs by 25 d,strict3x3,pn,CPP,3
-24,-0.02037687553590139,158,0.15592922769844308,False,model leads obs by 24 d,strict3x3,pn,CPP,3
-23,-0.11603438440617601,153,0.15845660835707087,False,model leads obs by 23 d,strict3x3,pn,CPP,3
-22,-0.16350776135105133,147,0.1616580753730952,True,model leads obs by 22 d,strict3x3,pn,CPP,3
-21,0.04674600543515022,127,0.17392187584555832,False,model leads obs by 21 d,strict3x3,pn,CPP,3
-20,0.008207735666242206,162,0.15399214345840367,False,model leads obs by 20 d,strict3x3,pn,CPP,3
-19,0.012776484454261458,154,0.15794130094897454,False,model leads obs by 19 d,strict3x3,pn,CPP,3
-18,0.05633794586920449,158,0.15592922769844308,False,model leads obs by 18 d,strict3x3,pn,CPP,3
-17,0.03434589199922243,154,0.15794130094897454,False,model leads obs by 17 d,strict3x3,pn,CPP,3
-16,0.062112512085427105,154,0.15794130094897454,False,model leads obs by 16 d,strict3x3,pn,CPP,3
-15,0.07516491587888721,146,0.16221075416606412,False,model leads obs by 15 d,strict3x3,pn,CPP,3
-14,0.08877355178765815,133,0.16995355402672752,False,model leads obs by 14 d,strict3x3,pn,CPP,3
-13,0.0981155832972589,157,0.15642502935565394,False,model leads obs by 13 d,strict3x3,pn,CPP,3
-12,0.04453477255224171,155,0.15743098846488976,False,model leads obs by 12 d,strict3x3,pn,CPP,3
-11,0.08271525816850418,158,0.15592922769844308,False,model leads obs by 11 d,strict3x3,pn,CPP,3
-10,0.0670819290654433,156,0.15692559072898538,False,model leads obs by 10 d,strict3x3,pn,CPP,3
-9,0.011880283198966238,156,0.15692559072898538,False,model leads obs by 9 d,strict3x3,pn,CPP,3
-8,-0.16366628957240822,142,0.16447954622615107,False,model leads obs by 8 d,strict3x3,pn,CPP,3
-7,0.11661890552225622,136,0.16806861343965865,False,model leads obs by 7 d,strict3x3,pn,CPP,3
-6,0.07135058854575417,159,0.15543811080075626,False,model leads obs by 6 d,strict3x3,pn,CPP,3
-5,0.029511468148166606,153,0.15845660835707087,False,model leads obs by 5 d,strict3x3,pn,CPP,3
-4,0.058089673791380525,158,0.15592922769844308,False,model leads obs by 4 d,strict3x3,pn,CPP,3
-3,-0.055799085405217004,157,0.15642502935565394,False,model leads obs by 3 d,strict3x3,pn,CPP,3
-2,0.05934486080602731,159,0.15543811080075626,False,model leads obs by 2 d,strict3x3,pn,CPP,3
-1,0.11454525575165928,144,0.16333333333333333,False,model leads obs by 1 d,strict3x3,pn,CPP,3
0,0.04546319514799862,138,0.16684628002871474,False,zero lag,strict3x3,pn,CPP,3
1,-0.11160399408340467,159,0.15543811080075626,False,model lags obs by 1 d,strict3x3,pn,CPP,3
2,-0.17590438834642502,152,0.1589769927081473,True,model lags obs by 2 d,strict3x3,pn,CPP,3
3,0.08918353071590401,163,0.15351904819763965,False,model lags obs by 3 d,strict3x3,pn,CPP,3
4,-0.028843177359703296,157,0.15642502935565394,False,model lags obs by 4 d,strict3x3,pn,CPP,3
5,0.0706929324289259,162,0.15399214345840367,False,model lags obs by 5 d,strict3x3,pn,CPP,3
6,0.048868263408466485,146,0.16221075416606412,False,model lags obs by 6 d,strict3x3,pn,CPP,3
7,-0.22165162900621593,131,0.17124599510556343,True,model lags obs by 7 d,strict3x3,pn,CPP,3
8,-0.27587735858670137,156,0.15692559072898538,True,model lags obs by 8 d,strict3x3,pn,CPP,3
9,-0.15447618297115437,156,0.15692559072898538,False,model lags obs by 9 d,strict3x3,pn,CPP,3
10,0.018375449890862827,162,0.15399214345840367,False,model lags obs by 10 d,strict3x3,pn,CPP,3
11,0.04599691893163907,160,0.1549516053482506,False,model lags obs by 11 d,strict3x3,pn,CPP,3
12,0.06553573897956576,161,0.15446963962286372,False,model lags obs by 12 d,strict3x3,pn,CPP,3
13,0.028569368174496325,146,0.16221075416606412,False,model lags obs by 13 d,strict3x3,pn,CPP,3
14,0.05714966751874316,132,0.17059610283658388,False,model lags obs by 14 d,strict3x3,pn,CPP,3
15,-0.0433520181549933,156,0.15692559072898538,False,model lags obs by 15 d,strict3x3,pn,CPP,3
16,0.01623588155064757,156,0.15692559072898538,False,model lags obs by 16 d,strict3x3,pn,CPP,3
17,0.0663688842367308,163,0.15351904819763965,False,model lags obs by 17 d,strict3x3,pn,CPP,3
18,0.08941595425528732,162,0.15399214345840367,False,model lags obs by 18 d,strict3x3,pn,CPP,3
19,0.06423294088737524,161,0.15446963962286372,False,model lags obs by 19 d,strict3x3,pn,CPP,3
20,0.09657759770399407,144,0.16333333333333333,False,model lags obs by 20 d,strict3x3,pn,CPP,3
21,0.08862104619854401,131,0.17124599510556343,False,model lags obs by 21 d,strict3x3,pn,CPP,3
22,-0.025549820204421217,159,0.15543811080075626,False,model lags obs by 22 d,strict3x3,pn,CPP,3
23,-0.0766176094671926,156,0.15692559072898538,False,model lags obs by 23 d,strict3x3,pn,CPP,3
24,0.08848530329560211,164,0.15305028665083395,False,model lags obs by 24 d,strict3x3,pn,CPP,3
25,-0.011060752911922845,157,0.15642502935565394,False,model lags obs by 25 d,strict3x3,pn,CPP,3
26,0.03452735093525023,161,0.15446963962286372,False,model lags obs by 26 d,strict3x3,pn,CPP,3
27,0.03566789638629192,142,0.16447954622615107,False,model lags obs by 27 d,strict3x3,pn,CPP,3
28,0.02652764341604234,136,0.16806861343965865,False,model lags obs by 28 d,strict3x3,pn,CPP,3
29,0.05393153281937843,155,0.15743098846488976,False,model lags obs by 29 d,strict3x3,pn,CPP,3
30,-0.008050951557542263,157,0.15642502935565394,False,model lags obs by 30 d,strict3x3,pn,CPP,3
-30,-0.07971090697144054,151,0.15950253791914726,False,model leads obs by 30 d,strict3x3,pn,SW,0
-29,-0.10192141420995236,145,0.16276914051333033,False,model leads obs by 29 d,strict3x3,pn,SW,0
-28,-0.20102530842058988,147,0.1616580753730952,True,model leads obs by 28 d,strict3x3,pn,SW,0
-27,0.12535351637464795,148,0.16111100755925015,False,model leads obs by 27 d,strict3x3,pn,SW,0
-26,0.00036983228346782084,147,0.1616580753730952,False,model leads obs by 26 d,strict3x3,pn,SW,0
-25,-0.09582830919010206,122,0.17745006224333632,False,model leads obs by 25 d,strict3x3,pn,SW,0
-24,-0.38592515706705904,148,0.16111100755925015,True,model leads obs by 24 d,strict3x3,pn,SW,0
-23,-0.3205825833140938,150,0.1600333298618343,True,model leads obs by 23 d,strict3x3,pn,SW,0
-22,-0.18034146892195854,145,0.16276914051333033,True,model leads obs by 22 d,strict3x3,pn,SW,0
-21,-0.00478451796380633,153,0.15845660835707087,False,model leads obs by 21 d,strict3x3,pn,SW,0
-20,-0.06570300584696738,148,0.16111100755925015,False,model leads obs by 20 d,strict3x3,pn,SW,0
-19,-0.09999417362409942,147,0.1616580753730952,False,model leads obs by 19 d,strict3x3,pn,SW,0
-18,0.006412581818056097,123,0.1767272483948167,False,model leads obs by 18 d,strict3x3,pn,SW,0
-17,-0.24647260043990782,145,0.16276914051333033,True,model leads obs by 17 d,strict3x3,pn,SW,0
-16,-0.17936919423188805,152,0.1589769927081473,True,model leads obs by 16 d,strict3x3,pn,SW,0
-15,0.03563625486514468,148,0.16111100755925015,False,model leads obs by 15 d,strict3x3,pn,SW,0
-14,0.1259907602974784,153,0.15845660835707087,False,model leads obs by 14 d,strict3x3,pn,SW,0
-13,-0.13607797390297013,153,0.15845660835707087,False,model leads obs by 13 d,strict3x3,pn,SW,0
-12,0.02922401006489396,145,0.16276914051333033,False,model leads obs by 12 d,strict3x3,pn,SW,0
-11,0.16726710809775486,122,0.17745006224333632,False,model leads obs by 11 d,strict3x3,pn,SW,0
-10,-0.001278742556488899,144,0.16333333333333333,False,model leads obs by 10 d,strict3x3,pn,SW,0
-9,0.09268248014124054,157,0.15642502935565394,False,model leads obs by 9 d,strict3x3,pn,SW,0
-8,0.159524293088073,153,0.15845660835707087,True,model leads obs by 8 d,strict3x3,pn,SW,0
-7,0.10680540948922977,152,0.1589769927081473,False,model leads obs by 7 d,strict3x3,pn,SW,0
-6,0.03657676245424424,150,0.1600333298618343,False,model leads obs by 6 d,strict3x3,pn,SW,0
-5,0.03178839209198499,150,0.1600333298618343,False,model leads obs by 5 d,strict3x3,pn,SW,0
-4,-0.010525521445876639,120,0.17892270211835426,False,model leads obs by 4 d,strict3x3,pn,SW,0
-3,4.4476318443298246e-05,146,0.16221075416606412,False,model leads obs by 3 d,strict3x3,pn,SW,0
-2,-0.040732144463466374,155,0.15743098846488976,False,model leads obs by 2 d,strict3x3,pn,SW,0
-1,0.03371854722194017,152,0.1589769927081473,False,model leads obs by 1 d,strict3x3,pn,SW,0
0,0.04137590662010145,152,0.1589769927081473,False,zero lag,strict3x3,pn,SW,0
