lag,r,n_pairs,ci95,significant,interpretation,mode,quantity,unit,lead_days
13,0.0907914426746227,159,0.15543811080075626,False,model lags obs by 13 d,adaptive,pda,SMP,1
14,-0.07676135254323657,155,0.15743098846488976,False,model lags obs by 14 d,adaptive,pda,SMP,1
15,0.07080976723390064,158,0.15592922769844308,False,model lags obs by 15 d,adaptive,pda,SMP,1
16,0.1927795979577017,157,0.15642502935565394,True,model lags obs by 16 d,adaptive,pda,SMP,1
17,0.0969660568895566,154,0.15794130094897454,False,model lags obs by 17 d,adaptive,pda,SMP,1
18,0.17505673876538788,127,0.17392187584555832,True,model lags obs by 18 d,adaptive,pda,SMP,1
19,-0.05775923086986608,152,0.1589769927081473,False,model lags obs by 19 d,adaptive,pda,SMP,1
20,0.06805480774607456,159,0.15543811080075626,False,model lags obs by 20 d,adaptive,pda,SMP,1
21,-0.04554092843196623,155,0.15743098846488976,False,model lags obs by 21 d,adaptive,pda,SMP,1
22,0.07058536435080175,161,0.15446963962286372,False,model lags obs by 22 d,adaptive,pda,SMP,1
23,0.11678953311454982,158,0.15592922769844308,False,model lags obs by 23 d,adaptive,pda,SMP,1
24,0.12162381655329714,155,0.15743098846488976,False,model lags obs by 24 d,adaptive,pda,SMP,1
25,0.19362720181381682,128,0.17324116139070414,True,model lags obs by 25 d,adaptive,pda,SMP,1
26,-0.10204228989451956,153,0.15845660835707087,False,model lags obs by 26 d,adaptive,pda,SMP,1
27,0.0640036089257836,160,0.1549516053482506,False,model lags obs by 27 d,adaptive,pda,SMP,1
28,-0.18922859108734527,158,0.15592922769844308,True,model lags obs by 28 d,adaptive,pda,SMP,1
29,0.05606068598346313,161,0.15446963962286372,False,model lags obs by 29 d,adaptive,pda,SMP,1
30,0.14293060536237673,159,0.15543811080075626,False,model lags obs by 30 d,adaptive,pda,SMP,1
-30,-0.07003134035560685,125,0.1753077294359835,False,model leads obs by 30 d,adaptive,pda,SMP,2
-29,-0.0022656698579417807,147,0.1616580753730952,False,model leads obs by 29 d,adaptive,pda,SMP,2
-28,0.029700793551730744,153,0.15845660835707087,False,model leads obs by 28 d,adaptive,pda,SMP,2
-27,0.010772004025377951,150,0.1600333298618343,False,model leads obs by 27 d,adaptive,pda,SMP,2
-26,-0.1624901645467921,153,0.15845660835707087,True,model leads obs by 26 d,adaptive,pda,SMP,2
-25,-0.04391880114716295,154,0.15794130094897454,False,model leads obs by 25 d,adaptive,pda,SMP,2
-24,-0.01594606773152442,149,0.16056945642173193,False,model leads obs by 24 d,adaptive,pda,SMP,2
-23,-0.12754751586175964,125,0.1753077294359835,False,model leads obs by 23 d,adaptive,pda,SMP,2
-22,0.06340290225581824,148,0.16111100755925015,False,model leads obs by 22 d,adaptive,pda,SMP,2
-21,0.060782738132576425,155,0.15743098846488976,False,model leads obs by 21 d,adaptive,pda,SMP,2
-20,-0.004222255544080723,150,0.1600333298618343,False,model leads obs by 20 d,adaptive,pda,SMP,2
-19,-0.1605107685788469,156,0.15692559072898538,True,model leads obs by 19 d,adaptive,pda,SMP,2
-18,-0.12688729733612697,154,0.15794130094897454,False,model leads obs by 18 d,adaptive,pda,SMP,2
-17,0.015615314337902513,151,0.15950253791914726,False,model leads obs by 17 d,adaptive,pda,SMP,2
-16,-0.17532502296041533,125,0.1753077294359835,True,model leads obs by 16 d,adaptive,pda,SMP,2
-15,-0.06722605124548234,149,0.16056945642173193,False,model leads obs by 15 d,adaptive,pda,SMP,2
-14,0.018243067232045697,154,0.15794130094897454,False,model leads obs by 14 d,adaptive,pda,SMP,2
-13,0.033493291761619436,152,0.1589769927081473,False,model leads obs by 13 d,adaptive,pda,SMP,2
-12,-0.1572384755322087,155,0.15743098846488976,False,model leads obs by 12 d,adaptive,pda,SMP,2
-11,0.0010957741327003397,154,0.15794130094897454,False,model leads obs by 11 d,adaptive,pda,SMP,2
-10,0.058559491236083366,152,0.1589769927081473,False,model leads obs by 10 d,adaptive,pda,SMP,2
-9,-0.12329958249297188,125,0.1753077294359835,False,model leads obs by 9 d,adaptive,pda,SMP,2
-8,-0.03237563253558721,150,0.1600333298618343,False,model leads obs by 8 d,adaptive,pda,SMP,2
-7,0.05167473974140946,155,0.15743098846488976,False,model leads obs by 7 d,adaptive,pda,SMP,2
-6,0.035604766494264285,153,0.15845660835707087,False,model leads obs by 6 d,adaptive,pda,SMP,2
-5,-0.11134115213201526,157,0.15642502935565394,False,model leads obs by 5 d,adaptive,pda,SMP,2
-4,-0.03735768267345997,155,0.15743098846488976,False,model leads obs by 4 d,adaptive,pda,SMP,2
-3,0.04729860996860346,153,0.15845660835707087,False,model leads obs by 3 d,adaptive,pda,SMP,2
-2,-0.043234041886703094,125,0.1753077294359835,False,model leads obs by 2 d,adaptive,pda,SMP,2
-1,-0.18457876091751574,151,0.15950253791914726,True,model leads obs by 1 d,adaptive,pda,SMP,2
0,0.034357438111755526,156,0.15692559072898538,False,zero lag,adaptive,pda,SMP,2
1,-0.036347796198364896,154,0.15794130094897454,False,model lags obs by 1 d,adaptive,pda,SMP,2
2,-0.1458543893435068,156,0.15692559072898538,False,model lags obs by 2 d,adaptive,pda,SMP,2
3,0.05542767370724219,155,0.15743098846488976,False,model lags obs by 3 d,adaptive,pda,SMP,2
4,0.0332815827214556,152,0.1589769927081473,False,model lags obs by 4 d,adaptive,pda,SMP,2
5,0.034752044286005916,125,0.1753077294359835,False,model lags obs by 5 d,adaptive,pda,SMP,2
6,-0.11600448781754834,152,0.1589769927081473,False,model lags obs by 6 d,adaptive,pda,SMP,2
7,0.040201069967827414,157,0.15642502935565394,False,model lags obs by 7 d,adaptive,pda,SMP,2
8,-0.0019782646511596023,155,0.15743098846488976,False,model lags obs by 8 d,adaptive,pda,SMP,2
9,0.029940613330767293,156,0.15692559072898538,False,model lags obs by 9 d,adaptive,pda,SMP,2
10,0.015371396675444302,159,0.15543811080075626,False,model lags obs by 10 d,adaptive,pda,SMP,2
11,0.06621989976957661,153,0.15845660835707087,False,model lags obs by 11 d,adaptive,pda,SMP,2
12,0.1559273159905978,127,0.17392187584555832,False,model lags obs by 12 d,adaptive,pda,SMP,2
13,-0.20451435995557493,151,0.15950253791914726,True,model lags obs by 13 d,adaptive,pda,SMP,2
14,0.07920451004922195,159,0.15543811080075626,False,model lags obs by 14 d,adaptive,pda,SMP,2
15,-0.06620000786448584,155,0.15743098846488976,False,model lags obs by 15 d,adaptive,pda,SMP,2
16,0.1182082191375093,158,0.15592922769844308,False,model lags obs by 16 d,adaptive,pda,SMP,2
17,0.1599742859562191,157,0.15642502935565394,True,model lags obs by 17 d,adaptive,pda,SMP,2
18,0.0827696425200884,154,0.15794130094897454,False,model lags obs by 18 d,adaptive,pda,SMP,2
19,0.14108184136932572,127,0.17392187584555832,False,model lags obs by 19 d,adaptive,pda,SMP,2
20,-0.02959888784200872,152,0.1589769927081473,False,model lags obs by 20 d,adaptive,pda,SMP,2
21,0.05706807722544152,159,0.15543811080075626,False,model lags obs by 21 d,adaptive,pda,SMP,2
22,-0.019122705540930568,155,0.15743098846488976,False,model lags obs by 22 d,adaptive,pda,SMP,2
23,0.10125925929749445,161,0.15446963962286372,False,model lags obs by 23 d,adaptive,pda,SMP,2
24,0.10547617701137248,158,0.15592922769844308,False,model lags obs by 24 d,adaptive,pda,SMP,2
25,0.10958223037176285,155,0.15743098846488976,False,model lags obs by 25 d,adaptive,pda,SMP,2
26,0.14957717536084267,128,0.17324116139070414,False,model lags obs by 26 d,adaptive,pda,SMP,2
27,-0.07790027835521578,153,0.15845660835707087,False,model lags obs by 27 d,adaptive,pda,SMP,2
28,0.07086561614661882,160,0.1549516053482506,False,model lags obs by 28 d,adaptive,pda,SMP,2
29,-0.1589679906925042,158,0.15592922769844308,True,model lags obs by 29 d,adaptive,pda,SMP,2
30,0.10940481214791224,161,0.15446963962286372,False,model lags obs by 30 d,adaptive,pda,SMP,2
-30,0.07838707925667755,148,0.16111100755925015,False,model leads obs by 30 d,adaptive,pda,SMP,3
-29,-0.09271043861682757,125,0.1753077294359835,False,model leads obs by 29 d,adaptive,pda,SMP,3
-28,-0.0005915472488564299,147,0.1616580753730952,False,model leads obs by 28 d,adaptive,pda,SMP,3
-27,0.028252510785120834,153,0.15845660835707087,False,model leads obs by 27 d,adaptive,pda,SMP,3
-26,0.0004046777002296116,150,0.1600333298618343,False,model leads obs by 26 d,adaptive,pda,SMP,3
-25,-0.10072401200262741,153,0.15845660835707087,False,model leads obs by 25 d,adaptive,pda,SMP,3
-24,-0.05125179965397001,154,0.15794130094897454,False,model leads obs by 24 d,adaptive,pda,SMP,3
-23,0.013153509392380056,149,0.16056945642173193,False,model leads obs by 23 d,adaptive,pda,SMP,3
-22,-0.14591894437955985,125,0.1753077294359835,False,model leads obs by 22 d,adaptive,pda,SMP,3
-21,0.07451675564054207,148,0.16111100755925015,False,model leads obs by 21 d,adaptive,pda,SMP,3
-20,0.05866032162906491,155,0.15743098846488976,False,model leads obs by 20 d,adaptive,pda,SMP,3
-19,-0.022540293256209595,150,0.1600333298618343,False,model leads obs by 19 d,adaptive,pda,SMP,3
-18,-0.07865441369676064,156,0.15692559072898538,False,model leads obs by 18 d,adaptive,pda,SMP,3
-17,-0.1763925670361844,154,0.15794130094897454,True,model leads obs by 17 d,adaptive,pda,SMP,3
-16,0.01859093506214606,151,0.15950253791914726,False,model leads obs by 16 d,adaptive,pda,SMP,3
-15,-0.18469550990210915,125,0.1753077294359835,True,model leads obs by 15 d,adaptive,pda,SMP,3
-14,-0.06285549373196729,149,0.16056945642173193,False,model leads obs by 14 d,adaptive,pda,SMP,3
-13,0.005851103204575485,154,0.15794130094897454,False,model leads obs by 13 d,adaptive,pda,SMP,3
-12,0.03014800440807492,152,0.1589769927081473,False,model leads obs by 12 d,adaptive,pda,SMP,3
-11,-0.055090017914623285,155,0.15743098846488976,False,model leads obs by 11 d,adaptive,pda,SMP,3
-10,-0.04993507860565324,154,0.15794130094897454,False,model leads obs by 10 d,adaptive,pda,SMP,3
-9,0.062086627430426394,152,0.1589769927081473,False,model leads obs by 9 d,adaptive,pda,SMP,3
-8,-0.13774072305480256,125,0.1753077294359835,False,model leads obs by 8 d,adaptive,pda,SMP,3
-7,-0.025249876970208276,150,0.1600333298618343,False,model leads obs by 7 d,adaptive,pda,SMP,3
-6,0.04466862786061331,155,0.15743098846488976,False,model leads obs by 6 d,adaptive,pda,SMP,3
-5,0.0211394357010434,153,0.15845660835707087,False,model leads obs by 5 d,adaptive,pda,SMP,3
-4,-0.028431240403854367,157,0.15642502935565394,False,model leads obs by 4 d,adaptive,pda,SMP,3
-3,-0.07925914584731242,155,0.15743098846488976,False,model leads obs by 3 d,adaptive,pda,SMP,3
-2,0.04272202034899704,153,0.15845660835707087,False,model leads obs by 2 d,adaptive,pda,SMP,3
-1,-0.042260607231562476,125,0.1753077294359835,False,model leads obs by 1 d,adaptive,pda,SMP,3
0,-0.20391469607253565,151,0.15950253791914726,True,zero lag,adaptive,pda,SMP,3
1,0.012844052616654913,156,0.15692559072898538,False,model lags obs by 1 d,adaptive,pda,SMP,3
2,-0.052748300272940016,154,0.15794130094897454,False,model lags obs by 2 d,adaptive,pda,SMP,3
3,-0.07506509971217747,156,0.15692559072898538,False,model lags obs by 3 d,adaptive,pda,SMP,3
4,0.032562341461624726,155,0.15743098846488976,False,model lags obs by 4 d,adaptive,pda,SMP,3
5,0.06395774257286274,152,0.1589769927081473,False,model lags obs by 5 d,adaptive,pda,SMP,3
6,0.037093803477047854,125,0.1753077294359835,False,model lags obs by 6 d,adaptive,pda,SMP,3
7,-0.1642718210996852,152,0.1589769927081473,True,model lags obs by 7 d,adaptive,pda,SMP,3
8,0.03699638646401019,157,0.15642502935565394,False,model lags obs by 8 d,adaptive,pda,SMP,3
9,-0.012040934852268906,155,0.15743098846488976,False,model lags obs by 9 d,adaptive,pda,SMP,3
10,0.052162392557620375,156,0.15692559072898538,False,model lags obs by 10 d,adaptive,pda,SMP,3
11,0.0017151589769888343,159,0.15543811080075626,False,model lags obs by 11 d,adaptive,pda,SMP,3
12,0.073184929287832,153,0.15845660835707087,False,model lags obs by 12 d,adaptive,pda,SMP,3
13,0.15245677964017265,127,0.17392187584555832,False,model lags obs by 13 d,adaptive,pda,SMP,3
14,-0.2547795353376437,151,0.15950253791914726,True,model lags obs by 14 d,adaptive,pda,SMP,3
15,0.07669729568509834,159,0.15543811080075626,False,model lags obs by 15 d,adaptive,pda,SMP,3
16,-0.08569114062543587,155,0.15743098846488976,False,model lags obs by 16 d,adaptive,pda,SMP,3
17,0.11150539161939957,158,0.15592922769844308,False,model lags obs by 17 d,adaptive,pda,SMP,3
18,0.16962259741506128,157,0.15642502935565394,True,model lags obs by 18 d,adaptive,pda,SMP,3
19,0.12364362591589638,154,0.15794130094897454,False,model lags obs by 19 d,adaptive,pda,SMP,3
20,0.14043499761956513,127,0.17392187584555832,False,model lags obs by 20 d,adaptive,pda,SMP,3
21,-0.08185026707795752,152,0.1589769927081473,False,model lags obs by 21 d,adaptive,pda,SMP,3
22,0.06767080957667597,159,0.15543811080075626,False,model lags obs by 22 d,adaptive,pda,SMP,3
23,-0.03396369853382286,155,0.15743098846488976,False,model lags obs by 23 d,adaptive,pda,SMP,3
24,0.09589517212121561,161,0.15446963962286372,False,model lags obs by 24 d,adaptive,pda,SMP,3
25,0.1124870740644032,158,0.15592922769844308,False,model lags obs by 25 d,adaptive,pda,SMP,3
26,0.12688061867458184,155,0.15743098846488976,False,model lags obs by 26 d,adaptive,pda,SMP,3
27,0.14762684088237144,128,0.17324116139070414,False,model lags obs by 27 d,adaptive,pda,SMP,3
28,-0.117635699413701,153,0.15845660835707087,False,model lags obs by 28 d,adaptive,pda,SMP,3
29,0.0803522784169426,160,0.1549516053482506,False,model lags obs by 29 d,adaptive,pda,SMP,3
30,-0.1859478171141794,158,0.15592922769844308,True,model lags obs by 30 d,adaptive,pda,SMP,3
-30,-0.05951036016037255,138,0.16684628002871474,False,model leads obs by 30 d,adaptive,pda,NBP,0
-29,-0.04428270859428542,130,0.17190337178417772,False,model leads obs by 29 d,adaptive,pda,NBP,0
-28,-0.049225293726471796,133,0.16995355402672752,False,model leads obs by 28 d,adaptive,pda,NBP,0
-27,0.051302159909832036,135,0.1686899413014786,False,model leads obs by 27 d,adaptive,pda,NBP,0
-26,-0.04008685052504972,118,0.18043262510807137,False,model leads obs by 26 d,adaptive,pda,NBP,0
-25,0.049399623823285894,120,0.17892270211835426,False,model leads obs by 25 d,adaptive,pda,NBP,0
-24,-0.21175610735003209,127,0.17392187584555832,True,model leads obs by 24 d,adaptive,pda,NBP,0
-23,0.13294977192747096,133,0.16995355402672752,False,model leads obs by 23 d,adaptive,pda,NBP,0
-22,-0.07035368887156226,129,0.17256837763982227,False,model leads obs by 22 d,adaptive,pda,NBP,0
-21,0.02655605468089053,130,0.17190337178417772,False,model leads obs by 21 d,adaptive,pda,NBP,0
-20,0.13830947383098527,127,0.17392187584555832,False,model leads obs by 20 d,adaptive,pda,NBP,0
-19,-0.03058093150075967,125,0.1753077294359835,False,model leads obs by 19 d,adaptive,pda,NBP,0
-18,-0.0010250754087587142,117,0.1812020641002415,False,model leads obs by 18 d,adaptive,pda,NBP,0
-17,-0.08777961049426923,130,0.17190337178417772,False,model leads obs by 17 d,adaptive,pda,NBP,0
-16,0.030805338273509116,135,0.1686899413014786,False,model leads obs by 16 d,adaptive,pda,NBP,0
-15,0.05057050208499356,127,0.17392187584555832,False,model leads obs by 15 d,adaptive,pda,NBP,0
-14,-0.1388041223525722,128,0.17324116139070414,False,model leads obs by 14 d,adaptive,pda,NBP,0
-13,-0.09799106429742539,131,0.17124599510556343,False,model leads obs by 13 d,adaptive,pda,NBP,0
-12,0.14537879710668564,123,0.1767272483948167,False,model leads obs by 12 d,adaptive,pda,NBP,0
-11,-0.15936727304019846,115,0.1827709424151015,False,model leads obs by 11 d,adaptive,pda,NBP,0
-10,-0.050363228695265494,129,0.17256837763982227,False,model leads obs by 10 d,adaptive,pda,NBP,0
-9,0.01269865404933053,141,0.16506177652903772,False,model leads obs by 9 d,adaptive,pda,NBP,0
-8,-0.24332655383840318,132,0.17059610283658388,True,model leads obs by 8 d,adaptive,pda,NBP,0
-7,0.05739774679903305,134,0.16931821141394657,False,model leads obs by 7 d,adaptive,pda,NBP,0
-6,-0.0019437215497627369,134,0.16931821141394657,False,model leads obs by 6 d,adaptive,pda,NBP,0
-5,-0.12804152917485548,125,0.1753077294359835,False,model leads obs by 5 d,adaptive,pda,NBP,0
-4,-0.12778020426027023,118,0.18043262510807137,False,model leads obs by 4 d,adaptive,pda,NBP,0
-3,-0.20189070674138396,128,0.17324116139070414,True,model leads obs by 3 d,adaptive,pda,NBP,0
-2,-0.04844501765259719,138,0.16684628002871474,False,model leads obs by 2 d,adaptive,pda,NBP,0
-1,0.24936345298458637,130,0.17190337178417772,True,model leads obs by 1 d,adaptive,pda,NBP,0
0,0.013043553328749766,140,0.16565023392678924,False,zero lag,adaptive,pda,NBP,0
1,0.18831022636129433,129,0.17256837763982227,True,model lags obs by 1 d,adaptive,pda,NBP,0
2,0.043452476583289365,122,0.17745006224333632,False,model lags obs by 2 d,adaptive,pda,NBP,0
3,-0.0356390347683545,119,0.17967290541752942,False,model lags obs by 3 d,adaptive,pda,NBP,0
4,0.07931234330366137,129,0.17256837763982227,False,model lags obs by 4 d,adaptive,pda,NBP,0
5,-0.04522749821402046,138,0.16684628002871474,False,model lags obs by 5 d,adaptive,pda,NBP,0
6,-0.018574678780708682,134,0.16931821141394657,False,model lags obs by 6 d,adaptive,pda,NBP,0
7,0.044819326912733326,132,0.17059610283658388,False,model lags obs by 7 d,adaptive,pda,NBP,0
8,-0.14422771390792413,136,0.16806861343965865,False,model lags obs by 8 d,adaptive,pda,NBP,0
9,0.017780455737365225,131,0.17124599510556343,False,model lags obs by 9 d,adaptive,pda,NBP,0
10,-0.022996042697889702,117,0.1812020641002415,False,model lags obs by 10 d,adaptive,pda,NBP,0
11,-0.1488591940299,135,0.1686899413014786,False,model lags obs by 11 d,adaptive,pda,NBP,0
12,0.012547224062622035,138,0.16684628002871474,False,model lags obs by 12 d,adaptive,pda,NBP,0
13,0.10294290344858695,132,0.17059610283658388,False,model lags obs by 13 d,adaptive,pda,NBP,0
14,0.09952873708452208,133,0.16995355402672752,False,model lags obs by 14 d,adaptive,pda,NBP,0
15,0.22533126627706496,135,0.1686899413014786,True,model lags obs by 15 d,adaptive,pda,NBP,0
16,0.011582766635976694,120,0.17892270211835426,False,model lags obs by 16 d,adaptive,pda,NBP,0
17,0.06931556838307991,124,0.1760131959862394,False,model lags obs by 17 d,adaptive,pda,NBP,0
18,-0.1334135216363406,134,0.16931821141394657,False,model lags obs by 18 d,adaptive,pda,NBP,0
19,-0.00660670233506431,137,0.16745410091248514,False,model lags obs by 19 d,adaptive,pda,NBP,0
20,0.01972646976391395,136,0.16806861343965865,False,model lags obs by 20 d,adaptive,pda,NBP,0
21,0.003759990513234161,134,0.16931821141394657,False,model lags obs by 21 d,adaptive,pda,NBP,0
22,-0.03690538676953094,135,0.1686899413014786,False,model lags obs by 22 d,adaptive,pda,NBP,0
23,0.019918780022220996,130,0.17190337178417772,False,model lags obs by 23 d,adaptive,pda,NBP,0
24,0.09726113363002147,118,0.18043262510807137,False,model lags obs by 24 d,adaptive,pda,NBP,0
25,0.06989845311492139,138,0.16684628002871474,False,model lags obs by 25 d,adaptive,pda,NBP,0
26,0.012259426493195358,140,0.16565023392678924,False,model lags obs by 26 d,adaptive,pda,NBP,0
27,-0.05356974318323006,138,0.16684628002871474,False,model lags obs by 27 d,adaptive,pda,NBP,0
28,0.0888129612323528,140,0.16565023392678924,False,model lags obs by 28 d,adaptive,pda,NBP,0
29,0.005341198551821986,132,0.17059610283658388,False,model lags obs by 29 d,adaptive,pda,NBP,0
30,0.016470248063901544,126,0.1746106780494506,False,model lags obs by 30 d,adaptive,pda,NBP,0
-30,-0.018126904414977576,134,0.16931821141394657,False,model leads obs by 30 d,adaptive,pda,NBP,1
-29,-0.05014574342141254,138,0.16684628002871474,False,model leads obs by 29 d,adaptive,pda,NBP,1
-28,-0.0983500809925534,132,0.17059610283658388,False,model leads obs by 28 d,adaptive,pda,NBP,1
-27,-0.03090994617764033,134,0.16931821141394657,False,model leads obs by 27 d,adaptive,pda,NBP,1
-26,-0.024638897436615965,135,0.1686899413014786,False,model leads obs by 26 d,adaptive,pda,NBP,1
-25,-0.060212868153355706,120,0.17892270211835426,False,model leads obs by 25 d,adaptive,pda,NBP,1
-24,0.035227468426232714,121,0.1781818181818182,False,model leads obs by 24 d,adaptive,pda,NBP,1
-23,-0.19664519670582875,129,0.17256837763982227,True,model leads obs by 23 d,adaptive,pda,NBP,1
-22,-0.07501168667284033,133,0.16995355402672752,False,model leads obs by 22 d,adaptive,pda,NBP,1
-21,-0.054302484710861874,131,0.17124599510556343,False,model leads obs by 21 d,adaptive,pda,NBP,1
-20,-0.018763710588299173,132,0.17059610283658388,False,model leads obs by 20 d,adaptive,pda,NBP,1
-19,0.11709532021206465,127,0.17392187584555832,False,model leads obs by 19 d,adaptive,pda,NBP,1
-18,-0.09063793184365851,128,0.17324116139070414,False,model leads obs by 18 d,adaptive,pda,NBP,1
-17,-0.02345784868378866,118,0.18043262510807137,False,model leads obs by 17 d,adaptive,pda,NBP,1
-16,0.0016128092687066476,131,0.17124599510556343,False,model leads obs by 16 d,adaptive,pda,NBP,1
-15,-0.009067684891393401,136,0.16806861343965865,False,model leads obs by 15 d,adaptive,pda,NBP,1
-14,-0.030617128632882948,127,0.17392187584555832,False,model leads obs by 14 d,adaptive,pda,NBP,1
-13,-0.11420394641699196,131,0.17124599510556343,False,model leads obs by 13 d,adaptive,pda,NBP,1
-12,-0.09016537019630466,131,0.17124599510556343,False,model leads obs by 12 d,adaptive,pda,NBP,1
-11,0.03166873250704865,123,0.1767272483948167,False,model leads obs by 11 d,adaptive,pda,NBP,1
-10,-0.1418502802076511,117,0.1812020641002415,False,model leads obs by 10 d,adaptive,pda,NBP,1
-9,-0.1506347734627976,131,0.17124599510556343,False,model leads obs by 9 d,adaptive,pda,NBP,1
-8,-0.13673480577947716,141,0.16506177652903772,False,model leads obs by 8 d,adaptive,pda,NBP,1
-7,-0.19508136569175857,133,0.16995355402672752,True,model leads obs by 7 d,adaptive,pda,NBP,1
-6,0.01280770393953066,135,0.1686899413014786,False,model leads obs by 6 d,adaptive,pda,NBP,1
-5,-0.06996596614918311,134,0.16931821141394657,False,model leads obs by 5 d,adaptive,pda,NBP,1
-4,-0.06919214248909841,125,0.1753077294359835,False,model leads obs by 4 d,adaptive,pda,NBP,1
-3,-0.28910792273775715,119,0.17967290541752942,True,model leads obs by 3 d,adaptive,pda,NBP,1
-2,-0.079211123077282,129,0.17256837763982227,False,model leads obs by 2 d,adaptive,pda,NBP,1
-1,-0.16584261590272917,138,0.16684628002871474,False,model leads obs by 1 d,adaptive,pda,NBP,1
0,-0.009488406643796125,130,0.17190337178417772,False,zero lag,adaptive,pda,NBP,1
1,-0.007832369531188037,142,0.16447954622615107,False,model lags obs by 1 d,adaptive,pda,NBP,1
2,0.03951517031120523,130,0.17190337178417772,False,model lags obs by 2 d,adaptive,pda,NBP,1
3,0.05287886782110711,124,0.1760131959862394,False,model lags obs by 3 d,adaptive,pda,NBP,1
4,-0.18556731739556354,121,0.1781818181818182,True,model lags obs by 4 d,adaptive,pda,NBP,1
5,-0.024930235932054613,130,0.17190337178417772,False,model lags obs by 5 d,adaptive,pda,NBP,1
6,-0.04774162870955068,139,0.1662450302172743,False,model lags obs by 6 d,adaptive,pda,NBP,1
7,-0.17411940405193324,135,0.1686899413014786,True,model lags obs by 7 d,adaptive,pda,NBP,1
8,-0.07555775864173388,134,0.16931821141394657,False,model lags obs by 8 d,adaptive,pda,NBP,1
9,-0.08999650707682703,136,0.16806861343965865,False,model lags obs by 9 d,adaptive,pda,NBP,1
10,-0.10324150492355126,132,0.17059610283658388,False,model lags obs by 10 d,adaptive,pda,NBP,1
11,0.001466676215140961,120,0.17892270211835426,False,model lags obs by 11 d,adaptive,pda,NBP,1
12,-0.20773662921205754,136,0.16806861343965865,True,model lags obs by 12 d,adaptive,pda,NBP,1
13,-0.16738119894909229,138,0.16684628002871474,True,model lags obs by 13 d,adaptive,pda,NBP,1
14,0.026590487120495707,134,0.16931821141394657,False,model lags obs by 14 d,adaptive,pda,NBP,1
15,0.03341100936422292,134,0.16931821141394657,False,model lags obs by 15 d,adaptive,pda,NBP,1
16,0.10860767558208989,137,0.16745410091248514,False,model lags obs by 16 d,adaptive,pda,NBP,1
17,0.014033795610938203,121,0.1781818181818182,False,model lags obs by 17 d,adaptive,pda,NBP,1
18,-0.09636360586265397,126,0.1746106780494506,False,model lags obs by 18 d,adaptive,pda,NBP,1
19,-0.16371005370224645,135,0.1686899413014786,False,model lags obs by 19 d,adaptive,pda,NBP,1
20,-0.139254409243987,137,0.16745410091248514,False,model lags obs by 20 d,adaptive,pda,NBP,1
21,-0.07566960987138274,139,0.1662450302172743,False,model lags obs by 21 d,adaptive,pda,NBP,1
22,-0.0675887667371577,134,0.16931821141394657,False,model lags obs by 22 d,adaptive,pda,NBP,1
23,-0.13037504397865618,135,0.1686899413014786,False,model lags obs by 23 d,adaptive,pda,NBP,1
24,-0.06178359162724591,133,0.16995355402672752,False,model lags obs by 24 d,adaptive,pda,NBP,1
25,-0.050957621967915104,119,0.17967290541752942,False,model lags obs by 25 d,adaptive,pda,NBP,1
26,-0.0042409997829377785,138,0.16684628002871474,False,model lags obs by 26 d,adaptive,pda,NBP,1
27,-0.07653615174669623,141,0.16506177652903772,False,model lags obs by 27 d,adaptive,pda,NBP,1
28,-0.11668005827507291,138,0.16684628002871474,False,model lags obs by 28 d,adaptive,pda,NBP,1
29,0.03550422202698096,141,0.16506177652903772,False,model lags obs by 29 d,adaptive,pda,NBP,1
30,-0.014199722447421362,133,0.16995355402672752,False,model lags obs by 30 d,adaptive,pda,NBP,1
-30,0.06450849552569789,111,0.18603496716748982,False,model leads obs by 30 d,adaptive,pda,NBP,2
-29,-0.04575670963173836,134,0.16931821141394657,False,model leads obs by 29 d,adaptive,pda,NBP,2
-28,-0.055847556500557394,138,0.16684628002871474,False,model leads obs by 28 d,adaptive,pda,NBP,2
-27,-0.13359176688639748,132,0.17059610283658388,False,model leads obs by 27 d,adaptive,pda,NBP,2
-26,-0.028264184912891083,134,0.16931821141394657,False,model leads obs by 26 d,adaptive,pda,NBP,2
-25,-0.05702411395813264,135,0.1686899413014786,False,model leads obs by 25 d,adaptive,pda,NBP,2
-24,-0.03621242392212272,120,0.17892270211835426,False,model leads obs by 24 d,adaptive,pda,NBP,2
-23,-0.016201438832376534,121,0.1781818181818182,False,model leads obs by 23 d,adaptive,pda,NBP,2
-22,-0.1319366073409526,129,0.17256837763982227,False,model leads obs by 22 d,adaptive,pda,NBP,2
-21,-0.10887517185375706,133,0.16995355402672752,False,model leads obs by 21 d,adaptive,pda,NBP,2
-20,-0.0726325955403442,131,0.17124599510556343,False,model leads obs by 20 d,adaptive,pda,NBP,2
-19,0.01466153138680983,132,0.17059610283658388,False,model leads obs by 19 d,adaptive,pda,NBP,2
-18,0.11041476764914358,127,0.17392187584555832,False,model leads obs by 18 d,adaptive,pda,NBP,2
-17,-0.07837428855980032,128,0.17324116139070414,False,model leads obs by 17 d,adaptive,pda,NBP,2
-16,-0.007812293603257662,118,0.18043262510807137,False,model leads obs by 16 d,adaptive,pda,NBP,2
-15,-0.02523604380111172,131,0.17124599510556343,False,model leads obs by 15 d,adaptive,pda,NBP,2
-14,-0.025699621284000423,136,0.16806861343965865,False,model leads obs by 14 d,adaptive,pda,NBP,2
